,HashWord,Frequency,State
14706,httpstco9xzccthhnk,1,Telangana
14707,#dec11witharnab,1,Telangana
14708,#honor8chttpstcooesarowyhq,1,Telangana
14709,#superstarrajinikanth,1,Telangana
14710,httpstcodln3or8qii,1,Telangana
14711,@deekshasaksena,1,Telangana
14712,am#telanganawithkcr,1,Telangana
14713,httpstcopyq1px9ft2,1,Telangana
14714,httpstcoslwrfayrq1,1,Telangana
14715,httpstco0o1axprzxk,1,Telangana
14716,nominations,1,Telangana
14717,kaledu,1,Telangana
14718,#kisanmuktimarch,1,Telangana
14719,httpstcowe8rkzf2ez,1,Telangana
14720,#abpnews,1,Telangana
14721,httpstcoxdmy8hzjpk,1,Telangana
14722,jacquees,1,Telangana
14723,beetroot,1,Telangana
14724,httpstcodgkfbazhbp,1,Telangana
14725,httpstcorm3cijd4io,1,Telangana
14726,bbig,1,Telangana
14727,streamlined,1,Telangana
14728,trsgoing,1,Telangana
14729,#telanganaelectionsvideohttpstcoxwkagugclg#exitpolls,1,Telangana
14730,before#voteforchange,1,Telangana
14731,httpstcoosf0qpovu5,1,Telangana
14732,okay,1,Telangana
14733,#economy,1,Telangana
14734,hunsa,1,Telangana
14735,bigmockery,1,Telangana
14736,httpstcom4doabscqh,1,Telangana
14737,saddens,1,Telangana
14738,102120cong,1,Telangana
14739,#telanganaelections2018from,1,Telangana
14740,sollu,1,Telangana
14741,bagaru,1,Telangana
14742,#mangonews#righttovote,1,Telangana
14743,baseless,1,Telangana
14744,overrated,1,Telangana
14745,ie685,1,Telangana
14746,pollhttpstcolxvsmo9gdy,1,Telangana
14747,involvement,1,Telangana
14748,@rohanv,1,Telangana
14749,hlpful,1,Telangana
14750,httpstcotrzusj1hmo,1,Telangana
14751,httpstcov223nlva3j,1,Telangana
14752,#kantivelugu,1,Telangana
14753,httpstcoo5rig1zz7y,1,Telangana
14754,parties#telanganaelections,1,Telangana
14755,#constituency,1,Telangana
14756,youcome,1,Telangana
14757,httpstcodvxcyyyzok,1,Telangana
14758,#2014elections,1,Telangana
14759,imagination,1,Telangana
14760,b#votefortrs,1,Telangana
14761,httpstcoovl6ur6zdo,1,Telangana
14762,httpstcojv9jh3cubc,1,Telangana
14763,#telanganahatescbn#telanganaelections2018,1,Telangana
14764,mallareddy,1,Telangana
14765,b#@asadowaisi,1,Telangana
14766,#telanganaassemblyelections#telanganaelection2018#telanganapolls#myprediction,1,Telangana
14767,#muduchintalapally,1,Telangana
14768,#december7thyour,1,Telangana
14769,gracious,1,Telangana
14770,mins,1,Telangana
14771,9@ktrtrs,1,Telangana
14772,httpstcoebvbt0qtls,1,Telangana
14773,elevations,1,Telangana
14774,httpstcow6qlz8jv2q,1,Telangana
14775,httpstco8hvsxdcsqi,1,Telangana
14776,nano,1,Telangana
14777,b@trsharish,1,Telangana
14778,undalikamma,1,Telangana
14779,httpstco4wmy2ntmkq,1,Telangana
14780,#clublife,1,Telangana
14781,#armedforcesflagday#telanganaelections,1,Telangana
14782,40voting,1,Telangana
14783,throe,1,Telangana
14784,httpstcovij6e3uknf,1,Telangana
14785,#trsbut,1,Telangana
14786,#bjpwatch,1,Telangana
14787,election#exitpoll,1,Telangana
14788,predicttrs,1,Telangana
14789,sectorthink,1,Telangana
14790,electionseven,1,Telangana
14791,ls,1,Telangana
14792,httpstco4vxbzcxerh,1,Telangana
14793,performance2,1,Telangana
14794,bootlicker,1,Telangana
14795,badhe,1,Telangana
14796,httpstcoqc7tqsbt9f,1,Telangana
14797,@satishveera,1,Telangana
14798,logical,1,Telangana
14799,6lack,1,Telangana
14800,mulug,1,Telangana
14801,b@economictimes,1,Telangana
14802,#therapeuticrecreation,1,Telangana
14803,httpstcoqitkerkvzo,1,Telangana
14804,hadd,1,Telangana
14805,#fitspo,1,Telangana
14806,today#telanganaelection2018,1,Telangana
14807,rann,1,Telangana
14808,@congressts,1,Telangana
14809,httpstco2qwdl7xwxq,1,Telangana
14810,@tdpcrooks,1,Telangana
14811,kcrtrs,1,Telangana
14812,1100mandhi,1,Telangana
14813,7585cong,1,Telangana
14814,districthttpstcoevofmoje7g#telanganawithkcr#phirekbaarkcr,1,Telangana
14815,httpstcokfgaczs74u,1,Telangana
14816,bpoliticians,1,Telangana
14817,httpstco08jkpad2j5,1,Telangana
14818,@rohitsharma867,1,Telangana
14819,innovations,1,Telangana
14820,undecided,1,Telangana
14821,citizenvote,1,Telangana
14822,httpstcoxdh1omwnuh,1,Telangana
14823,httpstcomamwwjaivu,1,Telangana
14824,hugemany,1,Telangana
14825,70k,1,Telangana
14826,vadras,1,Telangana
14827,#rahulchaprasi,1,Telangana
14828,#telanganaelectionsas,1,Telangana
14829,#dgispr,1,Telangana
14830,@adillavivek,1,Telangana
14831,kanna,1,Telangana
14832,b#annaya,1,Telangana
14833,videogthttpstco6yred1vdz4#gajwel,1,Telangana
14834,#dutyback,1,Telangana
14835,#abnteluguhttpstcoksm35rij3r,1,Telangana
14836,#carefortaxpayer,1,Telangana
14837,httpstco6ovh4uzoef,1,Telangana
14838,lambasting,1,Telangana
14839,allamdurgam,1,Telangana
14840,realfightersthey,1,Telangana
14841,@rahulgandhientry,1,Telangana
14842,rims,1,Telangana
14843,show#telanganawithkcr,1,Telangana
14844,httpstcoaynwwxctao,1,Telangana
14845,cleaned,1,Telangana
14846,valued,1,Telangana
14847,httpstcoynzx04wfrl,1,Telangana
14848,httpstcofhydjaxj9q,1,Telangana
14849,#ragashame,1,Telangana
14850,httpstcoxyndwqtlvr,1,Telangana
14851,nalgondakhammam,1,Telangana
14852,tspsc,1,Telangana
14853,percentage#telanganaelections2018,1,Telangana
14854,httpstcog9hegadaf9,1,Telangana
14855,sms,1,Telangana
14856,#individuals,1,Telangana
14857,inspires,1,Telangana
14858,undela,1,Telangana
14859,followersmeru,1,Telangana
14860,putt,1,Telangana
14861,hide,1,Telangana
14862,immense#telanganawithkcr,1,Telangana
14863,alonethey,1,Telangana
14864,durbar@derwille,1,Telangana
14865,httpstcofbkkid3huu,1,Telangana
14866,httpstcocbqdqfbxjt,1,Telangana
14867,transit,1,Telangana
14868,#commitment,1,Telangana
14869,httpstcopfd4glaxcn,1,Telangana
14870,httpstcom56caa9a1l,1,Telangana
14871,superstitious,1,Telangana
14872,httpstco0zadmfpbsl,1,Telangana
14873,tripura,1,Telangana
14874,disabled,1,Telangana
14875,#kcrforindia@ktrtrs,1,Telangana
14876,trailing,1,Telangana
14877,desperatelyonly,1,Telangana
14878,lapse,1,Telangana
14879,#livelovelaugh,1,Telangana
14880,bpresiding,1,Telangana
14881,1mn,1,Telangana
14882,@ktrtrs1,1,Telangana
14883,httpstcoqp0jkjxmkh,1,Telangana
14884,bkcrs,1,Telangana
14885,40tdp,1,Telangana
14886,httpstcog0on9t4ofo,1,Telangana
14887,#cnbctv18#republiccvoter,1,Telangana
14888,httpstco3ton4ybzbc,1,Telangana
14889,today#telanganaelections2018,1,Telangana
14890,httpstcox1ichlbvgw,1,Telangana
14891,happens#exitpoll,1,Telangana
14892,majority#madhyapradeshelections2018,1,Telangana
14893,badla,1,Telangana
14894,nath,1,Telangana
14895,#candidates,1,Telangana
14896,hmtv#kodandaram,1,Telangana
14897,conceding,1,Telangana
14898,httpstco5c6ticg4wd,1,Telangana
14899,bmodi,1,Telangana
14900,red,1,Telangana
14901,fairwhen,1,Telangana
14902,gaddafi,1,Telangana
14903,httpstcoodezn3jn0c,1,Telangana
14904,httpstcoaq36qzyohm,1,Telangana
14905,tribals,1,Telangana
14906,83103abp,1,Telangana
14907,belowdownload,1,Telangana
14908,waveits,1,Telangana
14909,riders,1,Telangana
14910,httpstcosthzqogoqf,1,Telangana
14911,devlopement#cbnvision,1,Telangana
14912,httpstco0t81a5dbfm,1,Telangana
14913,shakeelall,1,Telangana
14914,#greatelections,1,Telangana
14915,httpstcojmom2jzv2w,1,Telangana
14916,#telanganawithkcr#ktr,1,Telangana
14917,httpstco1wsehbbmml,1,Telangana
14918,httpstcocmrkdy8ixh,1,Telangana
14919,sirin,1,Telangana
14920,time#gaddar,1,Telangana
14921,triumphant,1,Telangana
14922,httpstcouktbmvkyzp,1,Telangana
14923,#winsdecisively,1,Telangana
14924,63mm,1,Telangana
14925,httpstcomm9pws7ttj,1,Telangana
14926,yesterday#telanganaelections,1,Telangana
14927,llot,1,Telangana
14928,storylokesh,1,Telangana
14929,58mim,1,Telangana
14930,httpstcoddhplqgv3g,1,Telangana
14931,#crucial,1,Telangana
14932,theater,1,Telangana
14933,httpstcollw1ncl7dn,1,Telangana
14934,httpstcoeyecnqugky,1,Telangana
14935,#pollingcountingcentres,1,Telangana
14936,@satyanewshi,1,Telangana
14937,garu#voteforcar,1,Telangana
14938,vda,1,Telangana
14939,#vvrfirstsingle,1,Telangana
14940,httpstcocuq5u7gkcn,1,Telangana
14941,httpstcoa61phcuvdy,1,Telangana
14942,bchoose,1,Telangana
14943,sidehttpstcomon2l1lkoo#exitpoll2018,1,Telangana
14944,122130inc,1,Telangana
14945,httpstco8nq3blifnn,1,Telangana
14946,gapwhichever,1,Telangana
14947,govtayya,1,Telangana
14948,httpstcolhwavgk55y,1,Telangana
14949,httpstco3pbrus5q9v,1,Telangana
14950,@economictimes#telanganaelections2018,1,Telangana
14951,#entrepreneurial,1,Telangana
14952,brythubandhu,1,Telangana
14953,youth@ncbn@pawankalyan,1,Telangana
14954,byoung,1,Telangana
14955,sketch,1,Telangana
14956,#wrimuse#sundaymotivation,1,Telangana
14957,tv9httpstcovq42welyna,1,Telangana
14958,ramarajyam,1,Telangana
14959,head#gorilla#fridayfeelingpeter,1,Telangana
14960,#dresses,1,Telangana
14961,chhattisgarh90,1,Telangana
14962,occupied,1,Telangana
14963,httpstcoyoqriacpzu#telanganaelections,1,Telangana
14964,#nagalandstatelotteryresult,1,Telangana
14965,httpstcofcjkgw2xq2,1,Telangana
14966,bsomething,1,Telangana
14967,#womensafety,1,Telangana
14968,httpstcorxqmai8kpc,1,Telangana
14969,kicking,1,Telangana
14970,pettali,1,Telangana
14971,#kcr#trs#ktr#balanagar#fatehnagar#kukatpally#mothinagartrs,1,Telangana
14972,httpstcodkpwjy1enh,1,Telangana
14973,httpstcoxsojkekyqk,1,Telangana
14974,mp1,1,Telangana
14975,@veerendertulla,1,Telangana
14976,demono,1,Telangana
14977,#mangonewshttpstcoahrzkplghy,1,Telangana
14978,banks#telanganaelections2018,1,Telangana
14979,#touchdown,1,Telangana
14980,@hihyderabadplease,1,Telangana
14981,httpstcomd7ey32hol,1,Telangana
14982,destroyer,1,Telangana
14983,@battasunil,1,Telangana
14984,tryng,1,Telangana
14985,#jankibaatexitpoll,1,Telangana
14986,httpstcoqcidjoivi7,1,Telangana
14987,httpstcolhpslugwpx,1,Telangana
14988,httpstco5plgh4vbx9#telanganaelections2018,1,Telangana
14989,stoking,1,Telangana
14990,undhe,1,Telangana
14991,httpstco2rv54r5n5l,1,Telangana
14992,httpstcos6hrpm3rxz,1,Telangana
14993,understanding#telanganaelection2018,1,Telangana
14994,httpstcovktsnow16v,1,Telangana
14995,#teluguactor,1,Telangana
14996,#telanganawithkcr#telanganaelections2018#bjp,1,Telangana
14997,httpstcobspfsrpsv7#ntvtelugu,1,Telangana
14998,httpstcomnfxnct6b4,1,Telangana
14999,equiry,1,Telangana
15000,sarvanasam,1,Telangana
15001,jain,1,Telangana
15002,httpstcohs1z6nswmn,1,Telangana
15003,httpstcoirh8odiook,1,Telangana
15004,httpstcouj6wx04gtw,1,Telangana
15005,httpstcoullxyq6rdk,1,Telangana
15006,bhakhwasnow,1,Telangana
15007,httpstcotqhkvacjco,1,Telangana
15008,httpstcomnn8c5jcsc,1,Telangana
15009,httpstcoznwjjb2wig,1,Telangana
15010,familyhttpstcoft3u4rycxv#ktr,1,Telangana
15011,5bjp,1,Telangana
15012,@gellusrinutrs,1,Telangana
15013,httpstcoukq41rd2cd,1,Telangana
15014,httpstcoytdmzcka5g,1,Telangana
15015,voteuse,1,Telangana
15016,duty#voted,1,Telangana
15017,@hardikpatel,1,Telangana
15018,httpstcozjnlnrdvaw,1,Telangana
15019,gharwapsi,1,Telangana
15020,trs#byebyekcr,1,Telangana
15021,httpstcovn31mnahf6,1,Telangana
15022,#alwayskcr,1,Telangana
15023,#woman,1,Telangana
15024,onebut,1,Telangana
15025,httpstcom4wxay5ubj,1,Telangana
15026,cashforvote,1,Telangana
15027,advised,1,Telangana
15028,httpstcohap4q8orrf,1,Telangana
15029,@dudduchaitu,1,Telangana
15030,extremistaffected,1,Telangana
15031,chaitanya,1,Telangana
15032,else#tdp,1,Telangana
15033,httpstconifduxlfzo,1,Telangana
15034,errornames,1,Telangana
15035,pyar,1,Telangana
15036,httpstcoggidsf0xnv,1,Telangana
15037,httpstcorgp8t8ouan,1,Telangana
15038,@sumansh58123278,1,Telangana
15039,mevote,1,Telangana
15040,penchant,1,Telangana
15041,httpstcodfn9xcw8ul,1,Telangana
15042,@kalkispeaks,1,Telangana
15043,httpstcof6et6e8mrn,1,Telangana
15044,#telanganajagruthi,1,Telangana
15045,httpstcop3jcdzfjsl,1,Telangana
15046,sleeper,1,Telangana
15047,makaanon,1,Telangana
15048,continual,1,Telangana
15049,httpstco3jeltsrki4,1,Telangana
15050,httpstcorywbkryddu,1,Telangana
15051,introduction,1,Telangana
15052,watchin,1,Telangana
15053,mei,1,Telangana
15054,heartmudslinging,1,Telangana
15055,hills@ani,1,Telangana
15056,marching,1,Telangana
15057,httpstcoh7graqxqmo#telanganaelections2018,1,Telangana
15058,#niftyto,1,Telangana
15059,httpstcoxd9tefkbgk,1,Telangana
15060,httpstcokkoyt7mys6,1,Telangana
15061,#stereo,1,Telangana
15062,invents,1,Telangana
15063,weekharish,1,Telangana
15064,httpstcosvr7u4sjn7,1,Telangana
15065,#farmhousecm#prajakutamifortelangana#byebyetrs,1,Telangana
15066,decided#telanganawithkcr#prajakutami,1,Telangana
15067,#abnbigdebate,1,Telangana
15068,#mondaymotivaton,1,Telangana
15069,httpstcojabsarpjpm,1,Telangana
15070,visible,1,Telangana
15071,nowwhats,1,Telangana
15072,sagarcong,1,Telangana
15073,janasenas,1,Telangana
15074,119#telanganawithkcr,1,Telangana
15075,httpstcoi2ru8zp8bz,1,Telangana
15076,asthiraparachalani,1,Telangana
15077,declares,1,Telangana
15078,til,1,Telangana
15079,@ktrnews#voteforcar,1,Telangana
15080,lst,1,Telangana
15081,#forbesindiaceleb100,1,Telangana
15082,unemployee,1,Telangana
15083,balance,1,Telangana
15084,behaved,1,Telangana
15085,httpstcoggm0zltclv,1,Telangana
15086,pollachche,1,Telangana
15087,httpstcoyuazlknc6w,1,Telangana
15088,movingfirst,1,Telangana
15089,httpstcopexjmz8q5l,1,Telangana
15090,chamcha,1,Telangana
15091,httpstco9kykcgqakw,1,Telangana
15092,backstabbers,1,Telangana
15093,pranathi,1,Telangana
15094,dingi,1,Telangana
15095,httpstcoooxcaydq2h,1,Telangana
15096,56inc,1,Telangana
15097,votingthose,1,Telangana
15098,delivered,1,Telangana
15099,somaliasincere,1,Telangana
15100,abysmal,1,Telangana
15101,ampindustries,1,Telangana
15102,largely,1,Telangana
15103,april,1,Telangana
15104,#loses,1,Telangana
15105,nad,1,Telangana
15106,httpstcodnogoxz4ew,1,Telangana
15107,httpstco2cko3emzrs,1,Telangana
15108,httpstcoclvflx41bj,1,Telangana
15109,neech,1,Telangana
15110,#siggulenitelugudesamparty,1,Telangana
15111,#telanganawithkcr#voteforcar#phirekbaarkcr,1,Telangana
15112,@vishweshwarred1then,1,Telangana
15113,inevitable,1,Telangana
15114,730,1,Telangana
15115,#govotebjp#telanganawithbjp,1,Telangana
15116,httpstco8j5gausmu3,1,Telangana
15117,11#madhyapradeshelections2018,1,Telangana
15118,impolite,1,Telangana
15119,#electionsurveyinkhammam,1,Telangana
15120,candidatesincorrect,1,Telangana
15121,consumption,1,Telangana
15122,telanganawhom,1,Telangana
15123,areasurban,1,Telangana
15124,bjpchhattisgarh,1,Telangana
15125,day#mayakutami#voteforcar@gandhiarekapudi,1,Telangana
15126,breally,1,Telangana
15127,httpstcoi9rqzshsmi,1,Telangana
15128,#saafniyatsahivikas,1,Telangana
15129,#popupwellbeing,1,Telangana
15130,httpstcolqip2ntndw,1,Telangana
15131,httpstcokdiv5tsvtw,1,Telangana
15132,httpstcoespaxzxnay,1,Telangana
15133,meeke,1,Telangana
15134,boasts,1,Telangana
15135,httpstcomgnm28wi93,1,Telangana
15136,badder,1,Telangana
15137,kbhi,1,Telangana
15138,exercise3,1,Telangana
15139,avasarama,1,Telangana
15140,#koppulaeeswar,1,Telangana
15141,ruthless,1,Telangana
15142,#mizoramassemblyelection@indiatoday@ndtvindia,1,Telangana
15143,@praveenreddyjm,1,Telangana
15144,tdpthese,1,Telangana
15145,httpstcos5dv3aaep1,1,Telangana
15146,neautrals,1,Telangana
15147,httpstcoabeccwlpz9,1,Telangana
15148,httpstcoww88x20tdh,1,Telangana
15149,httpstcoxm0ohxcxj6,1,Telangana
15150,httpstcocyhsb8dyvu,1,Telangana
15151,@deepakjonna,1,Telangana
15152,nakrekal,1,Telangana
15153,#voteforcar#janasenaporatayatrajai,1,Telangana
15154,campaignhttpstcolj3wpwkx4j#telanganawithkcr,1,Telangana
15155,48hours,1,Telangana
15156,httpstcokbyb4zal11,1,Telangana
15157,httpstcoa3ns1f1vy6,1,Telangana
15158,congress65others15mp,1,Telangana
15159,httpstco5adkbhxdkr,1,Telangana
15160,colourfull,1,Telangana
15161,coup,1,Telangana
15162,nowthis,1,Telangana
15163,#anantharam,1,Telangana
15164,@jagannkaushik,1,Telangana
15165,httpstcopitkuwfecb,1,Telangana
15166,@jadonpriyanka,1,Telangana
15167,#myexitpoll,1,Telangana
15168,calamity,1,Telangana
15169,#jih,1,Telangana
15170,httpstcosigus5dyct,1,Telangana
15171,figures2018,1,Telangana
15172,projecting,1,Telangana
15173,10500,1,Telangana
15174,differentiating,1,Telangana
15175,#congress#tdpcongress,1,Telangana
15176,relieves,1,Telangana
15177,dynastic,1,Telangana
15178,shivakumar,1,Telangana
15179,httpstcofiptp7gqc8,1,Telangana
15180,tightthe,1,Telangana
15181,httpstcoerc1p2dj8s,1,Telangana
15182,5m,1,Telangana
15183,@rexrao52,1,Telangana
15184,#maryamnawaz,1,Telangana
15185,#congressif,1,Telangana
15186,revives,1,Telangana
15187,party#exitpoll,1,Telangana
15188,httpstcomvbklrrufb,1,Telangana
15189,@sulagnadash6,1,Telangana
15190,httpstcozpjcessin9,1,Telangana
15191,progresss,1,Telangana
15192,adagatam,1,Telangana
15193,httpstco4t8v8rldnc,1,Telangana
15194,httpstcoxiv04saqgg,1,Telangana
15195,constraintskcr,1,Telangana
15196,pubblic,1,Telangana
15197,richits,1,Telangana
15198,@sankarnamala,1,Telangana
15199,httpstco0dm0khbkvc,1,Telangana
15200,@raghuchepuri,1,Telangana
15201,#andhrapradeshin,1,Telangana
15202,surebut,1,Telangana
15203,wrong#telanganaelections2018,1,Telangana
15204,#istandwithrahulgandhi,1,Telangana
15205,httpstcozrvfubmpog,1,Telangana
15206,httpstcox0mwz8uuvu,1,Telangana
15207,httpstcoak6gblbyjh,1,Telangana
15208,whatdoing,1,Telangana
15209,powerall,1,Telangana
15210,argue,1,Telangana
15211,#kingnagarjuna,1,Telangana
15212,@dineshakula,1,Telangana
15213,httpstco6d5xk5i4sa,1,Telangana
15214,teams#telanganaelections2018,1,Telangana
15215,@ikaveri,1,Telangana
15216,motham,1,Telangana
15217,sooon,1,Telangana
15218,httpstcokcbrivxyy4,1,Telangana
15219,#shriyasaran360#telanganaelections,1,Telangana
15220,#ballotpaper,1,Telangana
15221,httpstcoo0kydbyrog,1,Telangana
15222,@janasenaparty#votingday#telanganaelections2018,1,Telangana
15223,httpstcolfviij8rb3,1,Telangana
15224,@yeswanth86,1,Telangana
15225,vouching,1,Telangana
15226,7991tdpcongress,1,Telangana
15227,bthammullu,1,Telangana
15228,ghamand,1,Telangana
15229,kisko,1,Telangana
15230,#telanganaelections2018httpstcoplp8viynaj,1,Telangana
15231,ambulance,1,Telangana
15232,#inewshttpstcoqejagolxo7#telanganaelections2018,1,Telangana
15233,#progress,1,Telangana
15234,advt,1,Telangana
15235,rightfor,1,Telangana
15236,httpstcoznh1bsfwcl,1,Telangana
15237,@smitagarwal,1,Telangana
15238,#telanganahope,1,Telangana
15239,endorsed,1,Telangana
15240,chicanery,1,Telangana
15241,demeaned,1,Telangana
15242,knw,1,Telangana
15243,httpstcowkzc727110,1,Telangana
15244,httpstcoukdsx6durt,1,Telangana
15245,@bjayaprakash,1,Telangana
15246,33rd,1,Telangana
15247,httpstcofedlphtgou,1,Telangana
15248,@snavroop,1,Telangana
15249,httpstcoy6d2gkbqsh,1,Telangana
15250,byesterday,1,Telangana
15251,httpstcooyjirzmasw,1,Telangana
15252,httpstcouqba1wrizv,1,Telangana
15253,httpstcodbc698mjqg,1,Telangana
15254,maampud,1,Telangana
15255,ministersupport,1,Telangana
15256,jaganguda,1,Telangana
15257,jan,1,Telangana
15258,@coachproducer,1,Telangana
15259,httpstcon5dezwisqr,1,Telangana
15260,fitnesss,1,Telangana
15261,#moosapeta#mothinagar#allapurhttpstcomv0v1x1jeo,1,Telangana
15262,#warangalwest,1,Telangana
15263,httpstcoka0duwpsrd,1,Telangana
15264,#todayschanakya,1,Telangana
15265,#bihar,1,Telangana
15266,#jubleehills,1,Telangana
15267,httpstcovw8pp3hmzz,1,Telangana
15268,brothermy,1,Telangana
15269,httpstcoa5zzem1pm5,1,Telangana
15270,#rajsthan,1,Telangana
15271,httpstco0ruhoygh4j,1,Telangana
15272,24mim,1,Telangana
15273,#narayankhed,1,Telangana
15274,minumum,1,Telangana
15275,#totalrandomsaturdayz,1,Telangana
15276,httpstcopg7iyrnyrp,1,Telangana
15277,replying,1,Telangana
15278,5raj,1,Telangana
15279,150liquor,1,Telangana
15280,behenchod#rajasthanelections2018#telanganaelections,1,Telangana
15281,fond,1,Telangana
15282,httpstcobdew5ov6ej,1,Telangana
15283,#telanganaelections#telanganaelections2018#beingresponsible,1,Telangana
15284,temporary,1,Telangana
15285,@republicbharat,1,Telangana
15286,safetysecurity,1,Telangana
15287,datatreya,1,Telangana
15288,httpstcola1wzo86c0,1,Telangana
15289,anymore,1,Telangana
15290,@ts24news,1,Telangana
15291,karegi,1,Telangana
15292,voting#telanganaelection2018,1,Telangana
15293,httpstcotwyhjjdxg7,1,Telangana
15294,veteran,1,Telangana
15295,47these,1,Telangana
15296,again#cbn,1,Telangana
15297,1501500pakistan,1,Telangana
15298,#nvsptoday,1,Telangana
15299,#vinodkumar,1,Telangana
15300,typical,1,Telangana
15301,#pak,1,Telangana
15302,httpstcordlzjddv7t,1,Telangana
15303,httpstcoeghe4ukrli,1,Telangana
15304,#trs#telanganaelectionshttpstcouwt8kjg1hk,1,Telangana
15305,7388#telanganaelections,1,Telangana
15306,etu,1,Telangana
15307,httpstco0xlqqmasx0,1,Telangana
15308,incapable,1,Telangana
15309,neechestof,1,Telangana
15310,httpstco2m3luaatmz,1,Telangana
15311,httpstcom1cghuamrk,1,Telangana
15312,musical,1,Telangana
15313,httpstcosguzfcwbuh,1,Telangana
15314,#pti100days,1,Telangana
15315,neckraj,1,Telangana
15316,family11,1,Telangana
15317,#onewordreview,1,Telangana
15318,nude,1,Telangana
15319,httpstco09rge3xeei,1,Telangana
15320,citizenhope,1,Telangana
15321,#trspartyonline,1,Telangana
15322,#terbaik2018,1,Telangana
15323,strengthened,1,Telangana
15324,todayjust,1,Telangana
15325,@ktrtrs@raokavitha,1,Telangana
15326,bletsvotefor,1,Telangana
15327,@nalinmehta,1,Telangana
15328,4550,1,Telangana
15329,elections#phirekbaarkcr,1,Telangana
15330,httpstcowd3n3islyj,1,Telangana
15331,@vasundharabjp#telanganaelections,1,Telangana
15332,head#kcrfailedtelangana,1,Telangana
15333,alliances,1,Telangana
15334,#phirekbaarkcr#telanganawithkcr#telanganaelections2018,1,Telangana
15335,httpstcomuejwkq188,1,Telangana
15336,httpstcokwy4y4m7zq,1,Telangana
15337,httpstcofddzyew6vf,1,Telangana
15338,#akkineninagarjuna,1,Telangana
15339,httpstcobjmpumefzo,1,Telangana
15340,#exitpolls#allchannels#trs,1,Telangana
15341,httpstcop2vofnva39,1,Telangana
15342,hyderabadisyou,1,Telangana
15343,155,1,Telangana
15344,httpstcosriaekfygk,1,Telangana
15345,banaya,1,Telangana
15346,easing,1,Telangana
15347,#maratha,1,Telangana
15348,@paparayudud,1,Telangana
15349,reddy#whereismyvote,1,Telangana
15350,@ktrtrs#trs#vote,1,Telangana
15351,#pktdpbjpbetrayedap#opportunisticpoliticiancbn#phirekbaarkcr,1,Telangana
15352,httpstcokmqypuysdq,1,Telangana
15353,#futureofwork,1,Telangana
15354,harrassment,1,Telangana
15355,#nagalandstatelottery,1,Telangana
15356,slit,1,Telangana
15357,borabanda,1,Telangana
15358,httpstcooe0egxswgs,1,Telangana
15359,votemy,1,Telangana
15360,realityi,1,Telangana
15361,httpstcozumjsfms2z,1,Telangana
15362,tv9httpstcoviatiwquvo,1,Telangana
15363,elections#telanganaelection2018,1,Telangana
15364,fishy,1,Telangana
15365,agitator,1,Telangana
15366,#activists,1,Telangana
15367,rein,1,Telangana
15368,hyderabad#assemblyelections2018,1,Telangana
15369,othr,1,Telangana
15370,httpstco47vhgtutwv,1,Telangana
15371,problemsshould,1,Telangana
15372,httpstcoyw45wjkby5,1,Telangana
15373,educationhealth,1,Telangana
15374,#telanganaelections2018right,1,Telangana
15375,td,1,Telangana
15376,#telanganaassemblyelection,1,Telangana
15377,kalsipothadi@ktrtrs,1,Telangana
15378,#telanganaelectionsreportedly,1,Telangana
15379,ochinanka,1,Telangana
15380,@pandeyajayind,1,Telangana
15381,#tallojuachary,1,Telangana
15382,rock,1,Telangana
15383,httpstco5abuvrhznt,1,Telangana
15384,predictionsldf,1,Telangana
15385,vasthundi,1,Telangana
15386,polls#telanganaelections,1,Telangana
15387,remaining#telanganaelections2018,1,Telangana
15388,dalitha,1,Telangana
15389,httpstcoxt2vfi47rh,1,Telangana
15390,randi,1,Telangana
15391,httpstco7jbsvjtjqj,1,Telangana
15392,hater,1,Telangana
15393,115#congress,1,Telangana
15394,httpstcod0msdfjxlf,1,Telangana
15395,dit,1,Telangana
15396,httpstcouchxsazmfk,1,Telangana
15397,httpstcozutiderhep,1,Telangana
15398,kingmaker,1,Telangana
15399,mithrama,1,Telangana
15400,respectfully,1,Telangana
15401,vammodesam,1,Telangana
15402,httpstcoyjuqciffss,1,Telangana
15403,httpstcoys5h3be9wm,1,Telangana
15404,ccd,1,Telangana
15405,#governments,1,Telangana
15406,b70,1,Telangana
15407,httpstcogrks2cpnl1,1,Telangana
15408,httpstcoorpbuq2nz0,1,Telangana
15409,gaye,1,Telangana
15410,httpstcojvolnj365b,1,Telangana
15411,arre,1,Telangana
15412,httpstcopohvmgbifl,1,Telangana
15413,embarrassment,1,Telangana
15414,vasundhra,1,Telangana
15415,httpstco97ryugjs0j,1,Telangana
15416,handles#telanganaelections#rajasthanelectionshttpstcocwwonuij8x,1,Telangana
15417,inserted,1,Telangana
15418,#telanganawithkcr#mahakutami,1,Telangana
15419,seats#exitpolls#madhyapradeshelections2018#exitpoll,1,Telangana
15420,bandlayour,1,Telangana
15421,httpstcoqlhn5vsiyt,1,Telangana
15422,2432,1,Telangana
15423,amaravati,1,Telangana
15424,party#saffrontelangana@bjp4telangana,1,Telangana
15425,@mahasrk1,1,Telangana
15426,kumarias,1,Telangana
15427,idhar,1,Telangana
15428,httpstcolhu7jwnxm5,1,Telangana
15429,tuesday#exitpoll,1,Telangana
15430,#ktrtrsirrigation,1,Telangana
15431,staunch,1,Telangana
