,HashWord,Frequency,State
1063,pawan,14,Telangana
1064,16,14,Telangana
1065,choice,14,Telangana
1066,ndtv,14,Telangana
1067,whatsapp,14,Telangana
1068,chandrashekar,14,Telangana
1069,cash,14,Telangana
1070,religion,14,Telangana
1071,#bsp,14,Telangana
1072,expected,14,Telangana
1073,gives,14,Telangana
1074,bit,14,Telangana
1075,unable,14,Telangana
1076,almost,14,Telangana
1077,predicting,14,Telangana
1078,vision,14,Telangana
1079,present,14,Telangana
1080,project,14,Telangana
1081,#poll,14,Telangana
1082,#medchal,14,Telangana
1083,ram,14,Telangana
1084,takes,14,Telangana
1085,#votetoday,14,Telangana
1086,@tnewstg,14,Telangana
1087,interesting,14,Telangana
1088,guess,14,Telangana
1089,#telanganapolls2018,14,Telangana
1090,se,13,Telangana
1091,owaisi,13,Telangana
1092,wanted,13,Telangana
1093,early,13,Telangana
1094,saw,13,Telangana
1095,exercising,13,Telangana
1096,later,13,Telangana
1097,happens,13,Telangana
1098,#voteforcycle,13,Telangana
1099,heard,13,Telangana
1100,whatever,13,Telangana
1101,gajwel,13,Telangana
1102,golden,13,Telangana
1103,months,13,Telangana
1104,world,13,Telangana
1105,kids,13,Telangana
1106,nice,13,Telangana
1107,provide,13,Telangana
1108,whose,13,Telangana
1109,#electioncommissionofindia,13,Telangana
1110,prove,13,Telangana
1111,notes,13,Telangana
1112,breaking,13,Telangana
1113,catch,13,Telangana
1114,b#trs,13,Telangana
1115,@pmoindia,13,Telangana
1116,personal,13,Telangana
1117,including,13,Telangana
1118,fall,13,Telangana
1119,forming,13,Telangana
1120,appeal,13,Telangana
1121,verdict,13,Telangana
1122,enjoy,13,Telangana
1123,dot,13,Telangana
1124,#chief,13,Telangana
1125,story,13,Telangana
1126,complaint,13,Telangana
1127,#kutami,13,Telangana
1128,surprised,13,Telangana
1129,#pollofexitpolls,13,Telangana
1130,#ntvnews,13,Telangana
1131,teach,13,Telangana
1132,#balakrishna,13,Telangana
1133,perfect,13,Telangana
1134,#bigday#rajathkumar,13,Telangana
1135,#telanganawithrahulgandhi,13,Telangana
1136,lol,13,Telangana
1137,#siddipet,13,Telangana
1138,mind,13,Telangana
1139,born,13,Telangana
1140,basis,13,Telangana
1141,#telugudesamparty,13,Telangana
1142,#janasenatarangam,13,Telangana
1143,rashtra,13,Telangana
1144,development#telanganawithkcr,13,Telangana
1145,action,13,Telangana
1146,near,13,Telangana
1147,special,13,Telangana
1148,#assemblyelection2018,13,Telangana
1149,@99tvtelugu,13,Telangana
1150,slams,13,Telangana
1151,interest,13,Telangana
1152,battle,13,Telangana
1153,visit,13,Telangana
1154,created,13,Telangana
1155,campaigns,13,Telangana
1156,ago,13,Telangana
1157,secunderabad,13,Telangana
1158,removed,13,Telangana
1159,italian,13,Telangana
1160,leading,13,Telangana
1161,#mizoram,13,Telangana
1162,#congressmukttelangana,13,Telangana
1163,safe,13,Telangana
1164,celebrate,13,Telangana
1165,#kcrbogusmanifesto,13,Telangana
1166,loses,13,Telangana
1167,margin,13,Telangana
1168,42,13,Telangana
1169,#telangana#telanganaelections2018,13,Telangana
1170,ball,13,Telangana
1171,opportunity,13,Telangana
1172,building,13,Telangana
1173,sea,13,Telangana
1174,#dec11,13,Telangana
1175,strategy,13,Telangana
1176,worth,13,Telangana
1177,performance,13,Telangana
1178,bcoz,13,Telangana
1179,within,13,Telangana
1180,arrangements,13,Telangana
1181,education,12,Telangana
1182,nearly,12,Telangana
1183,division,12,Telangana
1184,step,12,Telangana
1185,#2point0,12,Telangana
1186,democratic,12,Telangana
1187,mean,12,Telangana
1188,photo,12,Telangana
1189,message,12,Telangana
1190,kcrs,12,Telangana
1191,pension,12,Telangana
1192,late,12,Telangana
1193,happening,12,Telangana
1194,tuesday,12,Telangana
1195,checked,12,Telangana
1196,#megastarchiranjeevi,12,Telangana
1197,word,12,Telangana
1198,cheap,12,Telangana
1199,picture,12,Telangana
1200,king,12,Telangana
1201,miss,12,Telangana
1202,employment,12,Telangana
1203,arrogance,12,Telangana
1204,kya,12,Telangana
1205,requesting,12,Telangana
1206,gathering,12,Telangana
1207,tg,12,Telangana
1208,spirit,12,Telangana
1209,pouring,12,Telangana
1210,300,12,Telangana
1211,moral,12,Telangana
1212,reasons,12,Telangana
1213,modis,12,Telangana
1214,34,12,Telangana
1215,#congressmuktbharat,12,Telangana
1216,court,12,Telangana
1217,#tselections2018,12,Telangana
1218,@jaganreddy85,12,Telangana
1219,begins,12,Telangana
1220,roads,12,Telangana
1221,exercised,12,Telangana
1222,#hitlerkcr,12,Telangana
1223,speaks,12,Telangana
1224,@iamvaruntej,12,Telangana
1225,#voteformahakutami,12,Telangana
1226,#electionswithnews18,12,Telangana
1227,complete,12,Telangana
1228,imagine,12,Telangana
1229,69,12,Telangana
1230,participate,12,Telangana
1231,samithi,12,Telangana
1232,failure,12,Telangana
1233,declared,12,Telangana
1234,contestants,12,Telangana
1235,mana,12,Telangana
1236,#exitpollonnews24,12,Telangana
1237,congrats,12,Telangana
1238,create,12,Telangana
1239,#telanganawithkcr#telanganaelections2018,12,Telangana
1240,rich,12,Telangana
1241,low,12,Telangana
1242,schedule,12,Telangana
1243,funny,12,Telangana
1244,tweets,12,Telangana
1245,holiday,12,Telangana
1246,joined,12,Telangana
1247,havent,12,Telangana
1248,@jagantrs,12,Telangana
1249,mandal,12,Telangana
1250,#ramcharan,12,Telangana
1251,ko,12,Telangana
1252,bihar,12,Telangana
1253,cantonment,12,Telangana
1254,#chandrababu,12,Telangana
1255,bthe,12,Telangana
1256,deletions,12,Telangana
1257,earlier,12,Telangana
1258,attack,12,Telangana
1259,iam,12,Telangana
1260,continue,12,Telangana
1261,correct,12,Telangana
1262,following,12,Telangana
1263,slip,12,Telangana
1264,value,12,Telangana
1265,release,12,Telangana
1266,tollywood,12,Telangana
1267,todayaxis,12,Telangana
1268,reach,12,Telangana
1269,moment,12,Telangana
1270,@todayschanakya,11,Telangana
1271,private,11,Telangana
1272,speeches,11,Telangana
1273,witness,11,Telangana
1274,subscribe,11,Telangana
1275,singh,11,Telangana
1276,language,11,Telangana
1277,56,11,Telangana
1278,elections#telanganaelections,11,Telangana
1279,ani,11,Telangana
1280,welcome,11,Telangana
1281,main,11,Telangana
1282,@mkrkkpmla,11,Telangana
1283,tight,11,Telangana
1284,town,11,Telangana
1285,tho,11,Telangana
1286,#workforabettermusheerabad,11,Telangana
1287,pay,11,Telangana
1288,seethaphalmandi,11,Telangana
1289,balakrishna,11,Telangana
1290,worst,11,Telangana
1291,#voteforbetterfuture,11,Telangana
1292,bc,11,Telangana
1293,advantage,11,Telangana
1294,independent,11,Telangana
1295,hear,11,Telangana
1296,@nritrs,11,Telangana
1297,@janasenaparty,11,Telangana
1298,#inc,11,Telangana
1299,ink,11,Telangana
1300,industry,11,Telangana
1301,decided,11,Telangana
1302,shown,11,Telangana
1303,starts,11,Telangana
1304,waves,11,Telangana
1305,kt,11,Telangana
1306,50000,11,Telangana
1307,counter,11,Telangana
1308,agencies,11,Telangana
1309,health,11,Telangana
1310,changes,11,Telangana
1311,@spokespersoneci,11,Telangana
1312,reported,11,Telangana
1313,conducted,11,Telangana
1314,source,11,Telangana
1315,achievements,11,Telangana
1316,fate,11,Telangana
1317,#telanagana,11,Telangana
1318,played,11,Telangana
1319,@telanganadgp,11,Telangana
1320,#car,11,Telangana
1321,nowcnx,11,Telangana
1322,higher,11,Telangana
1323,hand,11,Telangana
1324,gutta,11,Telangana
1325,date,11,Telangana
1326,conspiracy,11,Telangana
1327,ban,11,Telangana
1328,break,11,Telangana
1329,instead,11,Telangana
1330,@onlytrs,11,Telangana
1331,cities,11,Telangana
1332,#voting,11,Telangana
1333,system,11,Telangana
1334,worked,11,Telangana
1335,@ntdailyonline,11,Telangana
1336,matters,11,Telangana
1337,image,11,Telangana
1338,allowed,11,Telangana
1339,buy,11,Telangana
1340,@abpnewstv,11,Telangana
1341,several,11,Telangana
1342,duties,11,Telangana
1343,#telanganahatescbn,11,Telangana
1344,ramnagar,11,Telangana
1345,technical,11,Telangana
1346,changed,11,Telangana
1347,known,11,Telangana
1348,photos,11,Telangana
1349,#powerof18,11,Telangana
1350,25,11,Telangana
1351,#phirekbaarkcr#voteforcar,11,Telangana
1352,favourite,11,Telangana
1353,chiranjeevi,11,Telangana
1354,#chhattisgarhelections2018,11,Telangana
1355,ministers,11,Telangana
1356,questions,11,Telangana
1357,urban,11,Telangana
1358,#ysrcp,11,Telangana
1359,bdear,11,Telangana
1360,rowdy,11,Telangana
1361,weeks,11,Telangana
1362,joining,11,Telangana
1363,#cbnintelangana#telanganaelections2018,11,Telangana
1364,megastar,11,Telangana
1365,#castyourvote,11,Telangana
1366,ruled,11,Telangana
1367,blaming,11,Telangana
1368,94,11,Telangana
1369,goud,11,Telangana
1370,@ssrajamouli,11,Telangana
1371,developed,11,Telangana
1372,pro,10,Telangana
1373,equal,10,Telangana
1374,@ktrnews,10,Telangana
1375,problem,10,Telangana
1376,north,10,Telangana
1377,authorities,10,Telangana
1378,#voteontelangana,10,Telangana
1379,kcr#telanganawithkcr,10,Telangana
1380,btelangana,10,Telangana
1381,return,10,Telangana
1382,#elections2019,10,Telangana
1383,hv,10,Telangana
1384,sweeping,10,Telangana
1385,hmtv,10,Telangana
1386,kalyan,10,Telangana
1387,#tdpmukttelangana,10,Telangana
1388,daily,10,Telangana
1389,non,10,Telangana
1390,#nifty,10,Telangana
1391,section,10,Telangana
1392,sense,10,Telangana
1393,#bjpphirse,10,Telangana
1394,kickout,10,Telangana
1395,gopal,10,Telangana
1396,opposite,10,Telangana
1397,regarding,10,Telangana
1398,deletion,10,Telangana
1399,alone,10,Telangana
1400,market,10,Telangana
1401,#kcr#trs#ktr,10,Telangana
1402,service,10,Telangana
1403,percent,10,Telangana
1404,missed,10,Telangana
1405,infrastructure,10,Telangana
1406,supremo,10,Telangana
1407,shiv,10,Telangana
1408,spread,10,Telangana
1409,truth,10,Telangana
1410,fair,10,Telangana
1411,secret,10,Telangana
1412,wipe,10,Telangana
1413,x,10,Telangana
1414,increased,10,Telangana
1415,inside,10,Telangana
1416,mam,10,Telangana
1417,remote,10,Telangana
1418,#ghmc,10,Telangana
1419,captures,10,Telangana
1420,blessings,10,Telangana
1421,management,10,Telangana
1422,weekend,10,Telangana
1423,develop,10,Telangana
1424,trend,10,Telangana
1425,hero,10,Telangana
1426,repeat,10,Telangana
1427,wide,10,Telangana
1428,#politics,10,Telangana
1429,bogus,10,Telangana
1430,#2019elections,10,Telangana
1431,loan,10,Telangana
1432,current,10,Telangana
1433,#fridaymotivation,10,Telangana
1434,bhai,10,Telangana
1435,7others,10,Telangana
1436,#kutamihataotelanganabachao,10,Telangana
1437,security,10,Telangana
1438,malakpet,10,Telangana
1439,bsp,10,Telangana
1440,communities,10,Telangana
1441,point,10,Telangana
1442,area,10,Telangana
1443,cut,10,Telangana
1444,charge,10,Telangana
1445,riddance,10,Telangana
1446,benefits,10,Telangana
1447,4915,10,Telangana
1448,consider,10,Telangana
1449,position,10,Telangana
1450,tried,10,Telangana
1451,colony,10,Telangana
1452,livehttpstcosujotydzxt,10,Telangana
1453,army,10,Telangana
1454,#khammam,10,Telangana
1455,@telanganaceo,10,Telangana
1456,scam,10,Telangana
1457,youre,10,Telangana
1458,khammam,10,Telangana
1459,officials,10,Telangana
1460,sarkar,10,Telangana
1461,doubt,10,Telangana
1462,asks,10,Telangana
1463,twice,10,Telangana
1464,1st,10,Telangana
1465,unemployed,10,Telangana
1466,useless,10,Telangana
1467,small,10,Telangana
1468,disappointed,10,Telangana
1469,@urstrulynamrata,10,Telangana
1470,independents,10,Telangana
1471,janasena,10,Telangana
1472,oth,10,Telangana
1473,httpstcolzx1grfmtc,10,Telangana
1474,night,10,Telangana
1475,valid,10,Telangana
1476,entertainment,10,Telangana
1477,friendly,10,Telangana
1478,#khairatabad,10,Telangana
1479,houses,10,Telangana
1480,chandra,10,Telangana
1481,figures,10,Telangana
1482,regional,10,Telangana
1483,#malkajgiri,10,Telangana
1484,#bjp4rajasthan,10,Telangana
1485,minorities,10,Telangana
1486,@myogiadityanath,10,Telangana
1487,grounds,10,Telangana
1488,supply,10,Telangana
1489,@hmtvlive,10,Telangana
1490,2nd,10,Telangana
1491,added,10,Telangana
1492,48,10,Telangana
1493,fact,10,Telangana
1494,cr,10,Telangana
1495,conduct,10,Telangana
1496,quthbullapur,10,Telangana
1497,inka,9,Telangana
1498,rather,9,Telangana
1499,#telanganaexitpoll,9,Telangana
1500,comment,9,Telangana
1501,jump,9,Telangana
1502,board,9,Telangana
1503,reply,9,Telangana
1504,helped,9,Telangana
1505,you#telanganaelections,9,Telangana
1506,factor,9,Telangana
1507,1000,9,Telangana
1508,telanagana,9,Telangana
1509,honest,9,Telangana
1510,magic,9,Telangana
1511,#telanganaelections2018follow,9,Telangana
1512,statement,9,Telangana
1513,nota,9,Telangana
1514,glimpses,9,Telangana
1515,aur,9,Telangana
1516,bright,9,Telangana
1517,deserve,9,Telangana
1518,indicates,9,Telangana
1519,#distortion,9,Telangana
1520,focus,9,Telangana
1521,supporter,9,Telangana
1522,claimed,9,Telangana
1523,mandamarri,9,Telangana
1524,hello,9,Telangana
1525,comedy,9,Telangana
1526,begin,9,Telangana
1527,rashtram,9,Telangana
1528,asaduddin,9,Telangana
1529,class,9,Telangana
1530,told,9,Telangana
1531,58,9,Telangana
1532,proof,9,Telangana
1533,exitpoll,9,Telangana
1534,#muslim,9,Telangana
1535,monday,9,Telangana
1536,providing,9,Telangana
1537,secular,9,Telangana
1538,hows,9,Telangana
1539,coz,9,Telangana
1540,proves,9,Telangana
1541,tampering,9,Telangana
1542,@cpimspeak,9,Telangana
1543,felt,9,Telangana
1544,shocking,9,Telangana
1545,busy,9,Telangana
1546,muslims,9,Telangana
1547,move,9,Telangana
1548,btw,9,Telangana
1549,17,9,Telangana
1550,double,9,Telangana
1551,rules,9,Telangana
1552,cvoter,9,Telangana
1553,absolutely,9,Telangana
1554,@bjp4rajasthan,9,Telangana
1555,actually,9,Telangana
1556,stupid,9,Telangana
1557,@zeenews,9,Telangana
1558,betterment,9,Telangana
1559,absolute,9,Telangana
1560,hoping,9,Telangana
1561,ps,9,Telangana
1562,#evms,9,Telangana
1563,hes,9,Telangana
1564,#nandamurisuhasini,9,Telangana
1565,shot,9,Telangana
1566,boss,9,Telangana
1567,completely,9,Telangana
1568,73,9,Telangana
1569,points,9,Telangana
1570,volunteers,9,Telangana
1571,minutes,9,Telangana
1572,couldnt,9,Telangana
1573,survey#trs,9,Telangana
1574,#ntvlive,9,Telangana
1575,eyes,9,Telangana
1576,@rowdynirup,9,Telangana
1577,arjun,9,Telangana
1578,ok,9,Telangana
1579,#prajakootami,9,Telangana
1580,hate,9,Telangana
1581,plan,9,Telangana
1582,placards,9,Telangana
1583,views,9,Telangana
1584,49,9,Telangana
1585,#ts,9,Telangana
1586,short,9,Telangana
1587,wire,9,Telangana
1588,#musheerabad,9,Telangana
1589,mahesh,9,Telangana
1590,central,9,Telangana
1591,brain,9,Telangana
1592,kick,9,Telangana
1593,hitec,9,Telangana
1594,leave,9,Telangana
1595,provided,9,Telangana
1596,putting,9,Telangana
1597,sector,9,Telangana
1598,facing,9,Telangana
1599,#prajakutamifortelangana#byebyetrs,9,Telangana
1600,data,9,Telangana
1601,httpstcoa00j8lrjzp,9,Telangana
1602,traffic,9,Telangana
1603,minus,9,Telangana
1604,week,9,Telangana
1605,coalition,9,Telangana
1606,app,9,Telangana
1607,south,9,Telangana
1608,otherwise,9,Telangana
1609,chandrasekhar,9,Telangana
1610,constituency#telanganaelections,9,Telangana
1611,telecast,9,Telangana
1612,success,9,Telangana
1613,hindu,9,Telangana
1614,#telanganaelections#telanganaelections2018,9,Telangana
1615,worry,9,Telangana
1616,badly,9,Telangana
1617,#eesarimanacongress,9,Telangana
1618,formation,9,Telangana
1619,maha,9,Telangana
1620,b#telanganaelections2018,9,Telangana
1621,104,9,Telangana
1622,500,9,Telangana
1623,#manifesto,9,Telangana
1624,fire,9,Telangana
1625,#blf,9,Telangana
1626,reservation,9,Telangana
1627,director,9,Telangana
1628,probably,9,Telangana
1629,solution,9,Telangana
1630,error,9,Telangana
1631,hit,9,Telangana
1632,aware,8,Telangana
1633,delhi,8,Telangana
1634,awesome,8,Telangana
1635,throw,8,Telangana
1636,lowest,8,Telangana
1637,#hyderabadis,8,Telangana
1638,former,8,Telangana
1639,@rahulkanwal,8,Telangana
1640,hold,8,Telangana
1641,budget,8,Telangana
1642,bso,8,Telangana
1643,agent,8,Telangana
1644,youngsters,8,Telangana
1645,quite,8,Telangana
1646,#avengers4,8,Telangana
1647,blog,8,Telangana
1648,developmentvote,8,Telangana
1649,attacked,8,Telangana
1650,stars,8,Telangana
1651,elected,8,Telangana
1652,middle,8,Telangana
1653,#party,8,Telangana
1654,ap24x7,8,Telangana
1655,surely,8,Telangana
1656,hacked,8,Telangana
1657,november,8,Telangana
1658,electorate,8,Telangana
1659,records,8,Telangana
1660,#prajasankalpayatra,8,Telangana
1661,#phirekbaarkcr@ktrtrs,8,Telangana
1662,bless,8,Telangana
1663,group,8,Telangana
1664,surprise,8,Telangana
1665,nahi,8,Telangana
1666,bhi,8,Telangana
1667,axis,8,Telangana
1668,information,8,Telangana
1669,guy,8,Telangana
1670,#leader,8,Telangana
1671,statements,8,Telangana
1672,counted,8,Telangana
1673,gods,8,Telangana
1674,stories,8,Telangana
1675,concluded,8,Telangana
1676,song,8,Telangana
1677,places,8,Telangana
1678,followers,8,Telangana
1679,narender,8,Telangana
1680,#electionwithtimes,8,Telangana
1681,claiming,8,Telangana
1682,@gulabidalapati,8,Telangana
