HashWord,Frequency,State
limit30lac.,1,Telangana
scuppered,1,Telangana
"debate,",1,Telangana
revote.#telanganaelections',1,Telangana
states.#maharashtra,1,Telangana
#bjpmuktbharatobviously,1,Telangana
@chitraaum,1,Telangana
makaanon,1,Telangana
#smoke',1,Telangana
https://t.co/adefktclo,1,Telangana
bobby,1,Telangana
#akkineniamala,1,Telangana
sop-saturation,1,Telangana
#phirekbaarkcr#telanganawithkcr',1,Telangana
https://t.co/rwsvvqja2n',1,Telangana
carried,1,Telangana
https://t.co/pouvjd0d6y',1,Telangana
@rohitsharma867,1,Telangana
rider,1,Telangana
2019:00:00,1,Telangana
@prabhuvardhan,1,Telangana
https://t.co/pxngkld5dz',1,Telangana
"pwd,",1,Telangana
"ktr,",1,Telangana
ingredients,1,Telangana
"https://t.co/hbzgdj9piq""",1,Telangana
https://t.co/6z3kcdmi11',1,Telangana
care.jai_gandhi_anna,1,Telangana
anyway?#telanganaelections2018,1,Telangana
absent,1,Telangana
wasnt,1,Telangana
kid,1,Telangana
https://t.co/zgz7vhev8p',1,Telangana
car.#telanganawithkcr',1,Telangana
83inc,1,Telangana
that\'s,1,Telangana
namaz,1,Telangana
2#independiente,1,Telangana
government#trs,1,Telangana
!!!what\'s,1,Telangana
https://t.co/vsc0svd8e1',1,Telangana
super.,1,Telangana
#indieauthor,1,Telangana
aut,1,Telangana
#bigalaganeshgupta,1,Telangana
2:00,1,Telangana
kohli's,1,Telangana
"b""#__those",1,Telangana
https://t.co/nmhp54huww#ntvtelugu,1,Telangana
finding.....some,1,Telangana
budjet,1,Telangana
duplicates.,1,Telangana
#telanganaelections2018@inctelanganahttps://t.co/oteuc9as7f',1,Telangana
trail,1,Telangana
"..""logon",1,Telangana
"#ranadaggubati,",1,Telangana
https://t.co/ystxm1crgo',1,Telangana
hospitals...coming,1,Telangana
"https://t.co/w0mjyeoymk""",1,Telangana
others.#telanganaelections2018,1,Telangana
slip.,1,Telangana
@aararaaa217,1,Telangana
space!,1,Telangana
"channel,",1,Telangana
politicians...at,1,Telangana
#cbnisdirtypoliticianmostthirdclass,1,Telangana
behave,1,Telangana
https://t.co/cclrknc3xr',1,Telangana
https://t.co/hfnv1cnoxc',1,Telangana
votes.watch,1,Telangana
12pm#telanganaelections2018',1,Telangana
.@pmoindia,1,Telangana
https://t.co/d8glffjbuj',1,Telangana
responsibility..,1,Telangana
#china,1,Telangana
https://t.co/aortn9demp',1,Telangana
"370,35a)remove",1,Telangana
#banbabubajanamedia#telanganadrohicbn,1,Telangana
3voting,1,Telangana
#jwalaguttas,1,Telangana
are/will,1,Telangana
https://t.co/k2nouc0o0l',1,Telangana
#madhyapradesh@bjp4india,1,Telangana
"india,request",1,Telangana
@unapom,1,Telangana
"hain!!#exitpolls#exitpoll#exitpolls2018#exitpollindiatoday""",1,Telangana
.....#tukomojos,1,Telangana
4tjs,1,Telangana
#propagonda,1,Telangana
"divisions,",1,Telangana
#therapeuticrecreation,1,Telangana
"octopus,",1,Telangana
https://t.co/mupfymy0y9',1,Telangana
wrote,1,Telangana
"#saffrontelangana#telengana,",1,Telangana
https://t.co/qvbbnefewn',1,Telangana
#moonfaucets,1,Telangana
"#telanganaelectionsreportedly,",1,Telangana
point.@narendramodi_in,1,Telangana
power#telanganaelections,1,Telangana
birth,1,Telangana
"@bjp4india,",1,Telangana
.end,1,Telangana
unnaru..compulsory,1,Telangana
https://t.co/nnhtyc5s5b',1,Telangana
https://t.co/fo1femydvu',1,Telangana
bharathnagar,1,Telangana
venue,1,Telangana
#rajasthanelections#telanganaelectionshttps://t.co/3weeaoduxy',1,Telangana
elsewhere..,1,Telangana
matches.,1,Telangana
#governmentjobsmppsc,1,Telangana
#ghatkesar,1,Telangana
",trs",1,Telangana
trs.vote,1,Telangana
wiselygreat,1,Telangana
ktr.,1,Telangana
https://t.co/jfqtuhd8sz',1,Telangana
https://t.co/erpmpr6u3c',1,Telangana
#bifercating,1,Telangana
#mahagatiyabandhan,1,Telangana
"10,",1,Telangana
2019),1,Telangana
p'inked',1,Telangana
#zmlfinal,1,Telangana
"basements.""",1,Telangana
evening.#exitpoll,1,Telangana
https://t.co/n8s9flwguh',1,Telangana
politics?v,1,Telangana
#donaldtrump,1,Telangana
sircilla@ktrtrs,1,Telangana
sleeper,1,Telangana
"comedy,what",1,Telangana
supremely,1,Telangana
jagadapati,1,Telangana
trps,1,Telangana
2018)#telanganaelections2018,1,Telangana
"ins,",1,Telangana
ihn,1,Telangana
"""hyder",1,Telangana
awaited.blaming,1,Telangana
https://t.co/iamwq7tgit',1,Telangana
419,1,Telangana
.hey,1,Telangana
https://t.co/a3ns1f1vy6',1,Telangana
@chandeltweets,1,Telangana
https://t.co/hn8xb45kvs',1,Telangana
gelvadanik,1,Telangana
@sikandar8272,1,Telangana
#bulandshahar,1,Telangana
initiatives.,1,Telangana
6.11%,1,Telangana
2019.',1,Telangana
stamp#telanganawithrg#congressvasthundi,1,Telangana
win..,1,Telangana
"https://t.co/vevja7v9hg""",1,Telangana
firsts,1,Telangana
august-november,1,Telangana
prediction:trs:,1,Telangana
https://t.co/ozllfvlhe9',1,Telangana
too.#hyderabad,1,Telangana
progression,1,Telangana
know...each,1,Telangana
dhamaal.,1,Telangana
bajireddy,1,Telangana
yellows,1,Telangana
"principles.""",1,Telangana
#politicstoday,1,Telangana
"https://t.co/rfaf89wjrk""",1,Telangana
@sruthisagar,1,Telangana
ex-pm,1,Telangana
#telanganaelectionsdone,1,Telangana
jashn-e-milad,1,Telangana
"corporation,problem",1,Telangana
"arrest,but",1,Telangana
https://t.co/pbkzrdrseu',1,Telangana
chusaru,1,Telangana
exaggerate,1,Telangana
"remaining,",1,Telangana
#kukutpally,1,Telangana
neerja,1,Telangana
05/12/2018:total,1,Telangana
#electionsonmyplate,1,Telangana
https://t.co/hxmhehw6aj',1,Telangana
feelingswe,1,Telangana
https://t.co/hpmsw3doae',1,Telangana
38mm,1,Telangana
sravan.,1,Telangana
https://t.co/hcm5qd43ml',1,Telangana
"belief,",1,Telangana
https://t.co/fh9l3ywe4d,1,Telangana
baad,1,Telangana
#cbnwell,1,Telangana
gelchesindi...#trs,1,Telangana
wars,1,Telangana
@teqtrader,1,Telangana
"https://t.co/v67nalwmtp""",1,Telangana
2live,1,Telangana
lega,1,Telangana
"inka,",1,Telangana
disappointment!you,1,Telangana
@ndtvindia',1,Telangana
.#ch,1,Telangana
nominations,1,Telangana
#votefortelangana,1,Telangana
years#telanganaelections2018,1,Telangana
@jaitdp?,1,Telangana
67%.,1,Telangana
ballaya.#telanganaelections2018#phirekbaarkcr,1,Telangana
sawant?',1,Telangana
kneel,1,Telangana
https://t.co/nswdoj7mkq',1,Telangana
jobs???,1,Telangana
fray.track,1,Telangana
out..#telanganawithkcr',1,Telangana
#bjp:,1,Telangana
voted.#hyderabadvotes,1,Telangana
#comedypunches#ringulovarthalulatestvideos,1,Telangana
@dcstunner999,1,Telangana
https://t.co/vuc84i8l8h',1,Telangana
needs!,1,Telangana
https://t.co/nvwptsglvy',1,Telangana
"b""#votefortrs",1,Telangana
tonnes,1,Telangana
https://t.co/iad0wemxvr',1,Telangana
us..',1,Telangana
aamangal,1,Telangana
nothing.',1,Telangana
deportment...!?indirectly,1,Telangana
scenarios.,1,Telangana
unprecedented.',1,Telangana
venkata,1,Telangana
"dammapeta,",1,Telangana
ayya.,1,Telangana
hyderabad.#whereismyvote,1,Telangana
5-year,1,Telangana
#congratulationspakistan#prajakutami,1,Telangana
smiling,1,Telangana
"alnc,",1,Telangana
#thalaivar,1,Telangana
"loyalty,",1,Telangana
rue,1,Telangana
#rstarhttps://t.co/f4gnimycwm?',1,Telangana
"inked.telangana,",1,Telangana
wins!,1,Telangana
candidates?,1,Telangana
https://t.co/vbeltwzaci',1,Telangana
https://t.co/k8wjm2xusz',1,Telangana
clarifying.,1,Telangana
posts.,1,Telangana
#rain,1,Telangana
utterly,1,Telangana
https://t.co/nq2enooof6',1,Telangana
herein,1,Telangana
pantlone,1,Telangana
"science,",1,Telangana
jao.,1,Telangana
@cprd_india,1,Telangana
https://t.co/db3hq5qmv6',1,Telangana
sure?but,1,Telangana
vote#ntr,1,Telangana
@imakbarowaisi.,1,Telangana
jisaid,1,Telangana
result..,1,Telangana
45-51,1,Telangana
"only...""",1,Telangana
"https://t.co/5cwghgusyz""",1,Telangana
https://t.co/wlwu0phoxc',1,Telangana
kcr.none,1,Telangana
handy,1,Telangana
#tharunbhaskar,1,Telangana
https://t.co/trzusj1hmo',1,Telangana
https://t.co/cmrkdy8ixh',1,Telangana
https://t.co/kbpx3n8j84',1,Telangana
"equality,",1,Telangana
pilot,1,Telangana
party?#assemblyelections2018,1,Telangana
day.think,1,Telangana
@youtube#telanganawithrahulgandhi,1,Telangana
@trollkcr,1,Telangana
balance,1,Telangana
thatha..#telanganawithkcr',1,Telangana
alla,1,Telangana
"b""@nameisnani",1,Telangana
selfie-with-modi-wala,1,Telangana
@ktr',1,Telangana
"well,""",1,Telangana
naidu@ncbn,1,Telangana
off-again,1,Telangana
sir.........#telanganawithkcr,1,Telangana
constituency..never,1,Telangana
eleased,1,Telangana
#tdp#tdpcongress,1,Telangana
u!,1,Telangana
#preferredpartner,1,Telangana
"building,ibrahimpatnam,",1,Telangana
"b""#poll",1,Telangana
"wow,",1,Telangana
morally,1,Telangana
#andhra?',1,Telangana
@trspartyonline?',1,Telangana
slamed,1,Telangana
https://t.co/5xv4ntgyfqhttps://t.co/kjzejuisel',1,Telangana
#telanganahope,1,Telangana
#telanganaelections#votechallenge,1,Telangana
solutions:,1,Telangana
#trsfully,1,Telangana
https://t.co/ihz7ww3yvs',1,Telangana
(53)#bjp:,1,Telangana
self-goal,1,Telangana
https://t.co/opd4smvkut',1,Telangana
car.#telanganawithkcr,1,Telangana
#telanganaelections2018#telanganaelection2018,1,Telangana
farin,1,Telangana
"army,",1,Telangana
assertive,1,Telangana
https://t.co/ljpevwsc63',1,Telangana
#revanthreddy#andhrapradesh,1,Telangana
know.,1,Telangana
https://t.co/aiw3rzfq2b',1,Telangana
#teluguactor,1,Telangana
#hot,1,Telangana
credits,1,Telangana
https://t.co/vqd6p5wm5i',1,Telangana
lists#whereismyvote,1,Telangana
"kind,",1,Telangana
khaocommissionrao,1,Telangana
"romance,",1,Telangana
aah!,1,Telangana
"her,",1,Telangana
https://t.co/hn2qvthwp8',1,Telangana
envision,1,Telangana
record.#telanganawithkcr,1,Telangana
tempple,1,Telangana
conspired,1,Telangana
#clarity,1,Telangana
https://t.co/jpheu2fzpj',1,Telangana
model,1,Telangana
https://t.co/vmvchaibhy',1,Telangana
judgment,1,Telangana
"century#jaitelangana""",1,Telangana
network.cheers#tdp,1,Telangana
u...#voteforbetterfuture,1,Telangana
5am,1,Telangana
@jitendradehade,1,Telangana
#democracy.,1,Telangana
"@pawankalyan,",1,Telangana
memaina,1,Telangana
"120,",1,Telangana
15-20',1,Telangana
contributes.you,1,Telangana
"utnoor,",1,Telangana
prediction#assemblyelections2018,1,Telangana
channel....!,1,Telangana
#vijaydevarkonda,1,Telangana
chesaro..go,1,Telangana
support.as,1,Telangana
@trendpspk,1,Telangana
"them,what",1,Telangana
commisionktr,1,Telangana
kollapur,1,Telangana
@revanth_anumulateam,1,Telangana
https://t.co/8bqeboo9si',1,Telangana
duty.plz,1,Telangana
"b""#askktrhi",1,Telangana
suparipalana,1,Telangana
"coin',",1,Telangana
#xfactorfinal,1,Telangana
baffled.https://t.co/rara6jffbw#telanganaelections,1,Telangana
angryt,1,Telangana
#jamanatjaptionly,1,Telangana
pink...,1,Telangana
okavela,1,Telangana
kid.,1,Telangana
https://t.co/j19vt9yflu',1,Telangana
great@ktrtrs',1,Telangana
"right,dont",1,Telangana
laude,1,Telangana
2014.a,1,Telangana
marale..,1,Telangana
https://t.co/qvrrpvffcg',1,Telangana
hood,1,Telangana
ea,1,Telangana
tilaknagar,1,Telangana
muscle&amp;money,1,Telangana
"b""@deepsealioness",1,Telangana
slip?,1,Telangana
tongue#trs,1,Telangana
https://t.co/naakp7ougt',1,Telangana
"shiva-parvati,jaipur",1,Telangana
https://t.co/mgnm28wi93',1,Telangana
@kingperryy,1,Telangana
"https://t.co/g6lrdgoriz""",1,Telangana
survey?,1,Telangana
#cbninlivehttps://t.co/xavgjq8iru',1,Telangana
2008.2),1,Telangana
100percent,1,Telangana
@coldiptangshu,1,Telangana
(6%)~#gold,1,Telangana
&gt;&gt;&gt;&gt;,1,Telangana
https://t.co/ukervmcbkd',1,Telangana
@kritisanon,1,Telangana
https://t.co/jve5ol0ssd',1,Telangana
65#trs,1,Telangana
withcongress,1,Telangana
clarified,1,Telangana
anna#sirisilla,1,Telangana
time!such,1,Telangana
seats@bjp4india,1,Telangana
https://t.co/sn1ti0bru1',1,Telangana
"voter,axis,chanakyaudf-nonehung-news",1,Telangana
https://t.co/kqc73zh4h2,1,Telangana
58others-,1,Telangana
dalitshttps://t.co/pp9okdiklj#telanganaelections,1,Telangana
#kgftrailer2,1,Telangana
'secular',1,Telangana
governance???#partnerpawankalyan,1,Telangana
hyderabad...',1,Telangana
prasad,1,Telangana
govt#mizoram,1,Telangana
abysmal.,1,Telangana
poll#exitpoll#indiatodaypoll',1,Telangana
panicking?#telanganaelections2018,1,Telangana
@anupamsuneet,1,Telangana
shined,1,Telangana
@priyadarshi_i,1,Telangana
https://t.co/p2po2eaatl',1,Telangana
https://t.co/aellsw9znn',1,Telangana
#maayakutami,1,Telangana
https://t.co/chxjemwvwa',1,Telangana
..!videohttps://t.co/afwl8aurfk#telanganapolls,1,Telangana
2#telanganaelections',1,Telangana
"b""#telanganaelections2018#telanganaelections",1,Telangana
#employees,1,Telangana
"""all",1,Telangana
https://t.co/qk9nc47i6f',1,Telangana
:only,1,Telangana
(trs)4.,1,Telangana
)#mizo,1,Telangana
#praja,1,Telangana
#telanganaelectionslow,1,Telangana
@nalluri_pradeep,1,Telangana
ridiculed,1,Telangana
https://t.co/n70mbqo9jl',1,Telangana
#superstarmaheshbabu#shriyasaran,1,Telangana
"bite""i",1,Telangana
"""voting",1,Telangana
#telanganaelections..!videohttps://t.co/xwkagugclg#exitpolls,1,Telangana
https://t.co/wvhkalb1qq',1,Telangana
#bellampalli,1,Telangana
7+#lagatipati,1,Telangana
"may,",1,Telangana
#pollswithair',1,Telangana
...janalantha,1,Telangana
id?.,1,Telangana
"b""#telanganaelectionsprincipal",1,Telangana
"unemployment,",1,Telangana
infrared,1,Telangana
fee.,1,Telangana
mla's?,1,Telangana
"28,",1,Telangana
nhi,1,Telangana
https://t.co/5zjrwsgkqm',1,Telangana
"42-50,",1,Telangana
datatreya,1,Telangana
@inctelangana.,1,Telangana
you.?#telanganaelections,1,Telangana
"close,",1,Telangana
advantageous,1,Telangana
70-80congress,1,Telangana
(#mahakutami),1,Telangana
tryng,1,Telangana
democracy#jaitelangana,1,Telangana
idproof,1,Telangana
"30,000",1,Telangana
"@vasundharabjp""",1,Telangana
https://t.co/jxkmbdjqid',1,Telangana
"b""too",1,Telangana
3-,1,Telangana
#cashkutami,1,Telangana
detailed,1,Telangana
https://t.co/ylnlotou8j',1,Telangana
strategically.,1,Telangana
"updates,",1,Telangana
state:,1,Telangana
responsibly...nota,1,Telangana
votend,1,Telangana
"scamgress,",1,Telangana
news-lokniti-csds:,1,Telangana
yard,1,Telangana
-1for,1,Telangana
indira,1,Telangana
#activists,1,Telangana
lowering,1,Telangana
samaikhya,1,Telangana
enroll,1,Telangana
it'll,1,Telangana
voting??,1,Telangana
??#telanganaelections2018,1,Telangana
status-quo,1,Telangana
"them.#telanganaelections""",1,Telangana
74%,1,Telangana
"kampati,",1,Telangana
#selfie,1,Telangana
rahulji,1,Telangana
lalith,1,Telangana
#insults,1,Telangana
leaders.#telanganaelections2018,1,Telangana
"""ink""",1,Telangana
sim-racing,1,Telangana
https://t.co/myrkgdyus,1,Telangana
vivek,1,Telangana
#greatestindianpoliticalleader#telanganaelections2018,1,Telangana
"b""cut",1,Telangana
.chanakya's,1,Telangana
24-hour,1,Telangana
"sir,jai",1,Telangana
#electionwithnews18,1,Telangana
"b""#pradeepbhandari",1,Telangana
#simracing,1,Telangana
kahan,1,Telangana
https://t.co/ci9ej09aps',1,Telangana
handrababu,1,Telangana
https://t.co/e8nlawd7md',1,Telangana
list!!,1,Telangana
#aa,1,Telangana
"https://t.co/w6bskzgidt""",1,Telangana
"you""",1,Telangana
msg...bye,1,Telangana
https://t.co/6xiibnefs6',1,Telangana
santosh,1,Telangana
"assists,",1,Telangana
https://t.co/sziu62nww,1,Telangana
live!,1,Telangana
#hyderabadvotes',1,Telangana
beware,1,Telangana
loses:,1,Telangana
star.@gandhianna@ktrtrs@trspartyonline,1,Telangana
born..,1,Telangana
night.@trspartyonline,1,Telangana
welcome.good,1,Telangana
#maranamass,1,Telangana
toughest,1,Telangana
https://t.co/x1ichlbvgw',1,Telangana
jaganguda,1,Telangana
benjamin,1,Telangana
report.,1,Telangana
"pools,",1,Telangana
"b""must",1,Telangana
#trswin,1,Telangana
whatapp,1,Telangana
mararu,1,Telangana
case....#hyderabad,1,Telangana
40+mim,1,Telangana
https://t.co/sawiaojmdg',1,Telangana
https://t.co/zhukvnrzny',1,Telangana
"too""",1,Telangana
https://t.co/31sma4fnru',1,Telangana
closed#telanganaelections2018,1,Telangana
https://t.co/as9ms8dfku',1,Telangana
"b""inspected",1,Telangana
vote!!keep,1,Telangana
drops,1,Telangana
85%,1,Telangana
family's,1,Telangana
#indrakaranreddy,1,Telangana
#missionbhagiratha,1,Telangana
55-60@inctelangana,1,Telangana
.thank,1,Telangana
"https://t.co/udlg2x55wz""",1,Telangana
9000/lotprofit,1,Telangana
zpm,1,Telangana
#janasenatharangam,1,Telangana
https://t.co/nsjxh6mnmz',1,Telangana
"b""dumbos",1,Telangana
mim4,1,Telangana
"b""thammullu",1,Telangana
robet,1,Telangana
https://t.co/kser3oymjg',1,Telangana
"responsibility?""",1,Telangana
5pm#comeoutandvote,1,Telangana
"leave,",1,Telangana
#pin2cartoon,1,Telangana
understanding#telanganaelection2018',1,Telangana
"voter,",1,Telangana
causes,1,Telangana
ec.total,1,Telangana
https://t.co/pijrf63f48',1,Telangana
laughable.,1,Telangana
https://t.co/5adkbhxdkr',1,Telangana
ranti,1,Telangana
okkasari,1,Telangana
good.,1,Telangana
7am-8pm,1,Telangana
i'd,1,Telangana
thurkapally#chmallareddy,1,Telangana
avinithi,1,Telangana
#telanganaelections#pawankalyan,1,Telangana
"mahakutami,",1,Telangana
politics.we,1,Telangana
hmtv#righttovote,1,Telangana
41.53,1,Telangana
https://t.co/fcjs7utlqb',1,Telangana
thinking...!,1,Telangana
(telangana,1,Telangana
requestjai,1,Telangana
mem,1,Telangana
disappointed!,1,Telangana
correction*#telanganaelections,1,Telangana
https://t.co/lmpfct9jmi',1,Telangana
"today,news",1,Telangana
"ee,",1,Telangana
https://t.co/bvtt6dm3bk',1,Telangana
https://t.co/yephwllkdo',1,Telangana
victory.@ncbn,1,Telangana
faulty/slow,1,Telangana
@kranthii_chintu,1,Telangana
.finally,1,Telangana
#trs#jaitelangana,1,Telangana
day?,1,Telangana
missile,1,Telangana
car..#telanganawithkcr,1,Telangana
https://t.co/bx0v3txxcn,1,Telangana
"95-100)..#telanganawithkcr""",1,Telangana
jaii,1,Telangana
https://t.co/ilfj5qqogn',1,Telangana
@ktrtrs#telanganaelections#telanganaassemblyelections2018',1,Telangana
amravati,1,Telangana
hindrances,1,Telangana
points#nifty,1,Telangana
@alamgirizvi,1,Telangana
"development.#telanganawithkcr#telanganaelections2018https://t.co/kwpyjszc7l""",1,Telangana
okate,1,Telangana
dblive,1,Telangana
venom-spewing,1,Telangana
"pocket,",1,Telangana
https://t.co/ypysq7vqx0,1,Telangana
personvote,1,Telangana
https://t.co/4stvejxcrq',1,Telangana
https://t.co/airgtcjmx,1,Telangana
power...!#voteforcar,1,Telangana
alliance#telanganaelections2018,1,Telangana
competition?,1,Telangana
"favour',",1,Telangana
!!!knowing,1,Telangana
#voteforcar#telanganawithkcr#phirekbaarkcr@trspartyonline,1,Telangana
trs...in,1,Telangana
-@asadowaisi,1,Telangana
ayomide,1,Telangana
2-Feb,1,Telangana
#bjp#chattisgarh,1,Telangana
60congress,1,Telangana
translate,1,Telangana
#prajatantram,1,Telangana
sabha#kcr,1,Telangana
https://t.co/ynzx04wfrl',1,Telangana
jibes,1,Telangana
show:,1,Telangana
assessments.,1,Telangana
https://t.co/loeudemtg4',1,Telangana
(5)others:,1,Telangana
bontha,1,Telangana
bank.,1,Telangana
thug,1,Telangana
!!#perfect,1,Telangana
"girl,",1,Telangana
cared,1,Telangana
falaknuma,1,Telangana
#trsvscongress,1,Telangana
"sir,pls",1,Telangana
speaker,1,Telangana
gpri,1,Telangana
analystto,1,Telangana
https://t.co/f0n8nv6euk',1,Telangana
@i_chaitanya,1,Telangana
@chintalarreddy,1,Telangana
"sacred,",1,Telangana
#palakurthi,1,Telangana
"""lagada""",1,Telangana
audit,1,Telangana
https://t.co/vuvq2zi323',1,Telangana
veyamani,1,Telangana
shocking!details:,1,Telangana
m.l.a,1,Telangana
high...#yellowchannel,1,Telangana
landscape,1,Telangana
indication.so,1,Telangana
#chennuru,1,Telangana
storm,1,Telangana
#jai_telangana....jai,1,Telangana
u-turn,1,Telangana
done..!!#inked,1,Telangana
personnel,1,Telangana
policy,1,Telangana
constituency..thousands,1,Telangana
reddy#medak,1,Telangana
"https://t.co/j8604rrmpu""",1,Telangana
https://t.co/a0mmuaieyz',1,Telangana
https://t.co/tgjl2pnotf',1,Telangana
16,1,Telangana
bankrupt,1,Telangana
devasted,1,Telangana
@akkhanna61,1,Telangana
https://t.co/6ha8lefka0',1,Telangana
95~10hung,1,Telangana
seats.so,1,Telangana
eligibility,1,Telangana
&gt;90%!,1,Telangana
https://t.co/y46objy8up',1,Telangana
khajaguda,1,Telangana
"""me",1,Telangana
share.',1,Telangana
renounce,1,Telangana
ofcource,1,Telangana
https://t.co/zgqmprkc83,1,Telangana
faint,1,Telangana
https://t.co/7jlmradevt',1,Telangana
alien,1,Telangana
saripoye,1,Telangana
.@narendramodi,1,Telangana
https://t.co/iqgrxwyqct',1,Telangana
https://t.co/dvuvdrzmov',1,Telangana
"b""#tdp",1,Telangana
@urstrulysangu,1,Telangana
cms.ps:,1,Telangana
https://t.co/pieyourdxb',1,Telangana
@rammy471,1,Telangana
#telanganaassemblyelections2018#vasundhararaje,1,Telangana
sequence,1,Telangana
https://t.co/owpmlelwuy',1,Telangana
3%by,1,Telangana
drawback,1,Telangana
"saripodhu,",1,Telangana
https://t.co/g92hpf4xaj',1,Telangana
results@timesnowtrs:,1,Telangana
"roads,",1,Telangana
https://t.co/quvtuayskr',1,Telangana
#byebyekcr#telanganaelections2018#assemblyelections2018',1,Telangana
@maheshbabu@mirzasania,1,Telangana
https://t.co/lwjmowcmwd',1,Telangana
petitions,1,Telangana
https://t.co/rpzifwoljs',1,Telangana
@puranamsatish,1,Telangana
"b""ace",1,Telangana
tools,1,Telangana
mandates.',1,Telangana
"anything,",1,Telangana
https://t.co/cntwbsnd1w',1,Telangana
pidi,1,Telangana
"allowed,",1,Telangana
bowl.,1,Telangana
10th,1,Telangana
https://t.co/cmogqylhnp',1,Telangana
survey..,1,Telangana
leeches,1,Telangana
olden,1,Telangana
proving,1,Telangana
"https://t.co/ohenna5py9""",1,Telangana
sects,1,Telangana
sorrows.,1,Telangana
#kashyap,1,Telangana
thei,1,Telangana
calm@gandhi_pv,1,Telangana
https://t.co/rs3ef4mkju',1,Telangana
dents,1,Telangana
advertise,1,Telangana
"b""5",1,Telangana
",vote",1,Telangana
https://t.co/xjwav3qcgk',1,Telangana
now.#exitpolls,1,Telangana
https://t.co/47lxwybm5t',1,Telangana
"kukatpally,",1,Telangana
@dgrtrs,1,Telangana
https://t.co/uuo3jrhvtw',1,Telangana
similar...,1,Telangana
#abp,1,Telangana
"thief.""",1,Telangana
safe.,1,Telangana
numbers!,1,Telangana
admin*bangaru,1,Telangana
"similarly,",1,Telangana
#pongal,1,Telangana
https://t.co/hmq8rcgf3u',1,Telangana
https://t.co/fa3rxk9mdv',1,Telangana
chai.',1,Telangana
win#telanganaelectionshttps://t.co/fs1fid5v1v,1,Telangana
zeenews,1,Telangana
chandram,1,Telangana
@devji10222139,1,Telangana
"record""",1,Telangana
queue),1,Telangana
limit,1,Telangana
#localtoglobal,1,Telangana
deployment,1,Telangana
india.#telanganaelections,1,Telangana
#arya2,1,Telangana
#telanganaassemblyelections2018@ktrtrs',1,Telangana
https://t.co/gksebsbvmp',1,Telangana
https://t.co/8bgv0jmq0p',1,Telangana
@youtube#secunderabadcantonment,1,Telangana
140others,1,Telangana
tampered2),1,Telangana
65%,1,Telangana
kukkalu,1,Telangana
"sinha,",1,Telangana
https://t.co/sy6kyedgqw',1,Telangana
#votelet,1,Telangana
@tr_ontario,1,Telangana
https://t.co/g7xjq4kx4s',1,Telangana
@aimimpartyhq,1,Telangana
#prajakutami:,1,Telangana
https://t.co/hvmu9wv2k9',1,Telangana
parliament',1,Telangana
https://t.co/hxheq0pg81',1,Telangana
capacity.,1,Telangana
#telangana??,1,Telangana
https://t.co/4t8v8rldnc',1,Telangana
https://t.co/ygzuasidxj@isrgrajan,1,Telangana
#telanganacycleride,1,Telangana
https://t.co/3cofba7bkn',1,Telangana
https://t.co/6ao8bygcq,1,Telangana
constituency#telanganaelections,1,Telangana
(1/2)',1,Telangana
https://t.co/dvbqkmqstt',1,Telangana
added.,1,Telangana
appeasements,1,Telangana
@rakulpreet,1,Telangana
mine.,1,Telangana
men's,1,Telangana
interim,1,Telangana
#denver,1,Telangana
https://t.co/te5ywkshk1',1,Telangana
&gt;&gt;&gt;&gt;&gt;-,1,Telangana
https://t.co/jdw1gtegqr',1,Telangana
"#conghinduhypocrisy""",1,Telangana
#electiontrends.#exitpoll,1,Telangana
kisko,1,Telangana
#sankranthi,1,Telangana
https://t.co/vn31mnahf6',1,Telangana
"alive.https://t.co/fripgucp3d""",1,Telangana
also..shouldn't,1,Telangana
second.,1,Telangana
injustice,1,Telangana
https://t.co/gqap12ovoe',1,Telangana
yojanas.,1,Telangana
#votewisely,1,Telangana
@bankalgi,1,Telangana
pr,1,Telangana
"https://t.co/dkif8nze0r""",1,Telangana
https://t.co/om3ufe8k9h',1,Telangana
disaster!?,1,Telangana
-500bjp,1,Telangana
#tjs#telanganaelections,1,Telangana
spell,1,Telangana
"state,but",1,Telangana
#telanganaelections2018#telanganawithkcr#telanganaelection#telangana#telanganawithbjp#tdpcongress,1,Telangana
adurs,1,Telangana
telangana#telanganawithkcr,1,Telangana
t.r.s,1,Telangana
stylish,1,Telangana
"https://t.co/e2jomop60c""",1,Telangana
#telanganaelectionshttps://t.co/bdvpfrvfmv',1,Telangana
#mysteriousvip,1,Telangana
neck-to-neck,1,Telangana
logical,1,Telangana
https://t.co/qma5yuxi0m',1,Telangana
#babridemolitionday,1,Telangana
din.....,1,Telangana
@anupamsaraph,1,Telangana
smell,1,Telangana
agreement,1,Telangana
111#exitpollonnews24,1,Telangana
inform,1,Telangana
"b""@tejaswini7",1,Telangana
instance,1,Telangana
cheysaru24hrs,1,Telangana
https://t.co/fwnnl5mldr,1,Telangana
150-1500pakistan,1,Telangana
will..#govote,1,Telangana
shocking.,1,Telangana
any...,1,Telangana
it...@trsharish,1,Telangana
@rexrao52,1,Telangana
#telanganaelectionsfull,1,Telangana
https://t.co/jbpzeulfch',1,Telangana
?#nota,1,Telangana
kr,1,Telangana
"infra,",1,Telangana
@sanga_srikanth,1,Telangana
#rejectbjp,1,Telangana
https://t.co/njfseoclxr,1,Telangana
#ranaonvote,1,Telangana
