HashWord,Frequency,State
extinct,1,Telangana
#narayankhed,1,Telangana
---,1,Telangana
janata,1,Telangana
https://t.co/x6spnrfdkl',1,Telangana
"forgot,",1,Telangana
sakshi,1,Telangana
voterrs,1,Telangana
https://t.co/p32htpy8xu',1,Telangana
"https://t.co/yhsgxgce7e""",1,Telangana
#bbcqt,1,Telangana
veedu,1,Telangana
killers,1,Telangana
stardom#telanganaelectionshttps://t.co/1ytl9snqzd,1,Telangana
disclosed,1,Telangana
#trswinning',1,Telangana
kodad,1,Telangana
nagarkurnool,1,Telangana
harmful,1,Telangana
consecutive,1,Telangana
time.#gaddar,1,Telangana
necessarily,1,Telangana
vote???,1,Telangana
vote#telanganaassemblyelections2018,1,Telangana
#assemblyelection2018#exitpoll,1,Telangana
and.,1,Telangana
https://t.co/wkw4djeo0r',1,Telangana
#prajakutamiwinningtelangana,1,Telangana
(esp,1,Telangana
screens,1,Telangana
suffering!!#byebyetrs,1,Telangana
?after,1,Telangana
.@m_suresh_reddy,1,Telangana
manohar,1,Telangana
#federalfront,1,Telangana
dumb.,1,Telangana
seat.claiming,1,Telangana
#telanganaelectionsmore,1,Telangana
"fans,",1,Telangana
#markets,1,Telangana
83+more,1,Telangana
"pre-certified,",1,Telangana
"pollingbooth,",1,Telangana
...mudragadda,1,Telangana
party?#exitpoll,1,Telangana
"politics.,,",1,Telangana
https://t.co/hnjsc7amme',1,Telangana
https://t.co/nedxnmytz8',1,Telangana
jain,1,Telangana
&amp;stronger,1,Telangana
"south,",1,Telangana
#powerstar,1,Telangana
progress1956-2014,1,Telangana
https://t.co/zgramamqyk',1,Telangana
#trs..#voteforcar,1,Telangana
completedwhich,1,Telangana
https://t.co/pzjlw2jsyr',1,Telangana
minorities?,1,Telangana
campaigning?who's,1,Telangana
arent,1,Telangana
yogi.,1,Telangana
"hyderabad,go",1,Telangana
veella,1,Telangana
@tigersbloodcell,1,Telangana
https://t.co/kvlwaafs5b',1,Telangana
#jankibaat,1,Telangana
balayya...,1,Telangana
wear,1,Telangana
#hyderabadvotes#telanganavotesdemocracy,1,Telangana
never@ncbn,1,Telangana
strawberry,1,Telangana
elections.',1,Telangana
#flyover,1,Telangana
..#telanganaelections2018,1,Telangana
now),1,Telangana
nikkerbalayya,1,Telangana
readers!,1,Telangana
#khairatabadconstituency,1,Telangana
5-10#congress:,1,Telangana
locked....#telanganaelections,1,Telangana
11.#madhyapradeshelections2018,1,Telangana
kondapur,1,Telangana
49-p,1,Telangana
https://t.co/9j0guljtpv',1,Telangana
rubbish,1,Telangana
@srinu_gnt2002,1,Telangana
https://t.co/rgw3y59zte',1,Telangana
"b""couldn't",1,Telangana
2018.#telanganaelections2018,1,Telangana
agetation,1,Telangana
https://t.co/fzg0fxifsj',1,Telangana
https://t.co/nyyhqz5jq3',1,Telangana
pinked,1,Telangana
extremism,1,Telangana
school..has,1,Telangana
#bjpdestroystn,1,Telangana
samala,1,Telangana
"""leader""",1,Telangana
android,1,Telangana
well..pls,1,Telangana
#trndnl,1,Telangana
https://t.co/lclyox6ytr',1,Telangana
story.contrast,1,Telangana
singireddy,1,Telangana
"posts,",1,Telangana
600,1,Telangana
inch,1,Telangana
3pm#telanganaelections2018,1,Telangana
#entrepreneurial,1,Telangana
elections#ysrcp:,1,Telangana
"""able",1,Telangana
#voteforcar.,1,Telangana
+7.image,1,Telangana
#cashyourvotetake,1,Telangana
infront,1,Telangana
prediction...wait,1,Telangana
voting..@rajushambipur@rajeshwarpalla,1,Telangana
adityanath#bjp,1,Telangana
"https://t.co/0xdnzmsq2l""",1,Telangana
rivers,1,Telangana
toddler,1,Telangana
https://t.co/dtoobq2bvr',1,Telangana
documents.,1,Telangana
3days,1,Telangana
person.but,1,Telangana
de,1,Telangana
bull-bull,1,Telangana
investing,1,Telangana
"https://t.co/kewvvt9vcd""",1,Telangana
30-38#mim,1,Telangana
31%,1,Telangana
etc)total,1,Telangana
"analysis.""",1,Telangana
https://t.co/vmfgyq6opa',1,Telangana
inadequate,1,Telangana
#congressmuktbharat.,1,Telangana
contestants.,1,Telangana
alliance',1,Telangana
arrogant,1,Telangana
rone,1,Telangana
#telanganaleaders',1,Telangana
kcr'ap,1,Telangana
https://t.co/trgyy6dvb2',1,Telangana
https://t.co/hgfxho2fw8,1,Telangana
unantha,1,Telangana
https://t.co/srhsl0bekv',1,Telangana
monarch,1,Telangana
jinx',1,Telangana
future!,1,Telangana
bhadrachalam...where,1,Telangana
"""rajasthan",1,Telangana
now!#castyourvote,1,Telangana
#telanganaelectionstrs,1,Telangana
https://t.co/bw1fz1ve1l',1,Telangana
asset,1,Telangana
jangaon.,1,Telangana
heat.,1,Telangana
resigned,1,Telangana
list.',1,Telangana
congratulations!!,1,Telangana
"#cpm""",1,Telangana
https://t.co/h4r2yj99am',1,Telangana
mayor,1,Telangana
https://t.co/xuwmptysd2',1,Telangana
participated.,1,Telangana
uppal.https://t.co/jp1gvt5coj',1,Telangana
honouring,1,Telangana
https://t.co/puj0pmhmsn',1,Telangana
up!#exitpolls,1,Telangana
#depression,1,Telangana
"community,",1,Telangana
"17,",1,Telangana
"https://t.co/kdovdjgj9f""",1,Telangana
https://t.co/hyg8nfgvsg',1,Telangana
abolished,1,Telangana
https://t.co/nvxnj5txrb',1,Telangana
then....this,1,Telangana
candidates/party,1,Telangana
#robertocavada,1,Telangana
mafia.,1,Telangana
playerhttps://t.co/053yijlwsj',1,Telangana
tv9https://t.co/rxniwgaprt',1,Telangana
devlopement#cbnvision,1,Telangana
@revanth_anumula',1,Telangana
11am#telanganaelections#telanganaelections2018#noexcusesdayfollow,1,Telangana
traces,1,Telangana
#achariyuvasena,1,Telangana
@satyajits,1,Telangana
#hyderabadchahebjp',1,Telangana
https://t.co/jcwaockclc',1,Telangana
151,1,Telangana
mass......,1,Telangana
service!,1,Telangana
@electionsmv,1,Telangana
rjd,1,Telangana
pluck,1,Telangana
#democractic,1,Telangana
majority.pr,1,Telangana
telagana,1,Telangana
achievements,1,Telangana
https://t.co/rdqj2f9hky',1,Telangana
-200bjp,1,Telangana
telengana.@incindia@inctelangana@trspartyonline,1,Telangana
@dibang,1,Telangana
https://t.co/liqvt0icyd',1,Telangana
https://t.co/kcshgcmdms',1,Telangana
38-52,1,Telangana
32-38bjp:,1,Telangana
one.#telanganaelections2018,1,Telangana
pressmeet,1,Telangana
#nagam,1,Telangana
formula,1,Telangana
https://t.co/ixc95o8b1z',1,Telangana
throngs,1,Telangana
https://t.co/lurds7isbz,1,Telangana
@achutuniakhil,1,Telangana
#exitpollmp,1,Telangana
formhouse,1,Telangana
"b""read",1,Telangana
jeopardised,1,Telangana
vc-@newindianxpress,1,Telangana
(using,1,Telangana
ela,1,Telangana
dhorakldhu,1,Telangana
"""compare",1,Telangana
perpetrated,1,Telangana
mama#chattisgarh,1,Telangana
h.,1,Telangana
comments.,1,Telangana
https://t.co/iyij2etiuf',1,Telangana
peoplebut....he,1,Telangana
suggest1-your,1,Telangana
2%,1,Telangana
"nag,",1,Telangana
counts!!,1,Telangana
https://t.co/tvjwxidlli#india,1,Telangana
#pmjay,1,Telangana
https://t.co/ovxzlzbcvp',1,Telangana
sarees,1,Telangana
@volaguthulasai,1,Telangana
@rajbir2728,1,Telangana
horizon,1,Telangana
@kantuagasthya,1,Telangana
rasoolpura,1,Telangana
"""beggar""",1,Telangana
@suri_charan1,1,Telangana
#2019clincher.',1,Telangana
@daarubaazmehta,1,Telangana
https://t.co/dcgju1fned',1,Telangana
#ysr-type,1,Telangana
signal,1,Telangana
impact..,1,Telangana
@chetnayadav930,1,Telangana
#incchhattisgarh,1,Telangana
https://t.co/zqeedf9k6d',1,Telangana
agreed?,1,Telangana
declares,1,Telangana
#pragathibhavan',1,Telangana
@manavsaraf,1,Telangana
@plsplay,1,Telangana
permanently.,1,Telangana
#toinoexcusesday#toinoexcusesday,1,Telangana
#politicalnews,1,Telangana
congress/cbn/bjp....remember,1,Telangana
#voteforcycle#newprofilepic,1,Telangana
trs.....#byebyekcr,1,Telangana
@gunturgoap,1,Telangana
@narendramodi:,1,Telangana
@yrdeshmukh.,1,Telangana
"https://t.co/ixylifgejz""",1,Telangana
#vijaybabu,1,Telangana
hand#congressiswinning,1,Telangana
:-),1,Telangana
boduppal,1,Telangana
8-9pm,1,Telangana
wing.,1,Telangana
answering,1,Telangana
#telanganaelections...unlike,1,Telangana
people.has,1,Telangana
https://t.co/7tlwwgblpu',1,Telangana
society..,1,Telangana
https://t.co/wdipvuyxs8',1,Telangana
https://t.co/8tjr5inlyj',1,Telangana
house-wife,1,Telangana
@trspartyonlinethank,1,Telangana
but...(1/2)',1,Telangana
120raj,1,Telangana
mm,1,Telangana
"https://t.co/9tp6vqqilm""",1,Telangana
export.,1,Telangana
#owaisimuslimslogan,1,Telangana
polls.car,1,Telangana
https://t.co/zo7it3uhrv',1,Telangana
kcrcautions,1,Telangana
gimmicks,1,Telangana
"fkof""",1,Telangana
handicap,1,Telangana
#telanganaelections2018#akshaykumar,1,Telangana
way..#telanganaelections,1,Telangana
stupidity,1,Telangana
allliance?,1,Telangana
shahi,1,Telangana
ponnala,1,Telangana
clowns,1,Telangana
https://t.co/aglgge88v1',1,Telangana
days.,1,Telangana
dispute,1,Telangana
indiranagar,1,Telangana
https://t.co/ggbav0tovv',1,Telangana
https://t.co/bnjotn98pg',1,Telangana
partly,1,Telangana
"36,000/kg",1,Telangana
award,1,Telangana
#redyanayak,1,Telangana
nit,1,Telangana
"https://t.co/n7zlabcblz""",1,Telangana
"fasak...""",1,Telangana
changeevery,1,Telangana
@allifkhaniyc,1,Telangana
tomorrow!,1,Telangana
"promises,then",1,Telangana
scuffle,1,Telangana
https://t.co/rivikobr9o',1,Telangana
https://t.co/nmfilcrmyl',1,Telangana
"b""'kutami",1,Telangana
seats...,1,Telangana
https://t.co/u6zf8ty0ot',1,Telangana
#exactpolls,1,Telangana
https://t.co/t4oenwxp4w',1,Telangana
shaba#telanganawithkcr,1,Telangana
(tdp),1,Telangana
https://t.co/wtsus2k7z3',1,Telangana
@un,1,Telangana
@eenadu_english,1,Telangana
"https://t.co/zzijr6wqrx""",1,Telangana
https://t.co/ejn5jdqqzl',1,Telangana
"b""son",1,Telangana
riders,1,Telangana
@ktrtrs@trspartyonline@kishanreddybjp,1,Telangana
rail,1,Telangana
seized',1,Telangana
https://t.co/6bylsylpca',1,Telangana
@anandkochukudy,1,Telangana
"https://t.co/zfzehnf9yb""",1,Telangana
candidates..polites,1,Telangana
self-respect,1,Telangana
&amp;human,1,Telangana
"pace,",1,Telangana
pm#dec11withtimesnow,1,Telangana
vindicating,1,Telangana
@ck_varma,1,Telangana
@venugoudtrs,1,Telangana
political.,1,Telangana
#magicfmtelugu,1,Telangana
now.r,1,Telangana
shameerpet#chmallareddy,1,Telangana
you?#telanganaelections#comeoutandvote#hyderabadvotes#votechallenge,1,Telangana
#school_project,1,Telangana
https://t.co/y1gzvrqyaq',1,Telangana
#sammaiah,1,Telangana
margin.,1,Telangana
licking,1,Telangana
decency,1,Telangana
possible..others,1,Telangana
"records""",1,Telangana
11th#cbn,1,Telangana
https://t.co/rfw1w3h5oh',1,Telangana
pati,1,Telangana
stage.and,1,Telangana
min.,1,Telangana
https://t.co/0p6f9bnbec',1,Telangana
throe,1,Telangana
@thereal_tora,1,Telangana
devulapalli,1,Telangana
opinion...it's,1,Telangana
trshttps://t.co/0l3kium76c#telanganacongress,1,Telangana
project.,1,Telangana
"""idealism"",",1,Telangana
entertainer,1,Telangana
@kpadmarani1',1,Telangana
"freedom,",1,Telangana
munde,1,Telangana
revives,1,Telangana
masters...if,1,Telangana
_#december11_will,1,Telangana
https://t.co/wuopecumjt',1,Telangana
https://t.co/mjkoz52n26',1,Telangana
rounds,1,Telangana
sahaab,1,Telangana
inkling,1,Telangana
102-120vote,1,Telangana
#telangana..#telanganawithkcr#telanganaelections2018,1,Telangana
gang's,1,Telangana
nto,1,Telangana
bith,1,Telangana
society!,1,Telangana
serviceman,1,Telangana
"together,",1,Telangana
"deaths,",1,Telangana
"https://t.co/mqfzsvxnhp""",1,Telangana
s.k,1,Telangana
@janetdsoza,1,Telangana
yess,1,Telangana
https://t.co/zglitgfqxw',1,Telangana
https://t.co/qrjyxjppba',1,Telangana
#agustawestland,1,Telangana
\r#chinnareddy,1,Telangana
https://t.co/8xaanigln9',1,Telangana
election.and,1,Telangana
@samajwadiparty,1,Telangana
66,1,Telangana
"missing,nearly",1,Telangana
#thimmapurhttps://t.co/spnjgjdqu7',1,Telangana
classified,1,Telangana
@chamatkarilonda,1,Telangana
https://t.co/5enoyoaryn',1,Telangana
government..we,1,Telangana
wins:,1,Telangana
https://t.co/aywsb7oqem',1,Telangana
"means,",1,Telangana
takin,1,Telangana
seriously.#exitpoll',1,Telangana
one?.vote,1,Telangana
"momentum,",1,Telangana
rona,1,Telangana
#ramagundam',1,Telangana
follers,1,Telangana
idey,1,Telangana
https://t.co/hlk6jccknd',1,Telangana
45edge,1,Telangana
redya,1,Telangana
https://t.co/cv8l8akb4n,1,Telangana
@toiindianews.,1,Telangana
#telanganaassemblyelections#telanganaelections#telanganaelections2018#chiranjeevi,1,Telangana
projection@incindia,1,Telangana
#bantdp',1,Telangana
https://t.co/bl4jbcl8p1',1,Telangana
gandhi.#govotebjp#rajasthanelections2018,1,Telangana
lagadapati#telanganaelections2018,1,Telangana
channelswah,1,Telangana
"unique,",1,Telangana
valued,1,Telangana
https://t.co/ucbsy8fdup',1,Telangana
https://t.co/yh2gmms5pq',1,Telangana
'people,1,Telangana
https://t.co/0dgl5otbb4,1,Telangana
"#secundrabad,",1,Telangana
#jublieehillshttps://t.co/dzumq70nje',1,Telangana
effect.,1,Telangana
vanguru#revanthreddy,1,Telangana
regulations,1,Telangana
drawing,1,Telangana
https://t.co/kegdspadpv',1,Telangana
https://t.co/pllfxwb0qz',1,Telangana
regards,1,Telangana
jahaa,1,Telangana
incoming,1,Telangana
aajtak/indiatoday,1,Telangana
https://t.co/cuq5u7gkcn',1,Telangana
@venu__madhav,1,Telangana
"https://t.co/ipujq0uvxn""",1,Telangana
this.#exitpoll',1,Telangana
phek,1,Telangana
#telanganaelections#tdp,1,Telangana
politician...,1,Telangana
cycle?,1,Telangana
woe,1,Telangana
unveils,1,Telangana
values,1,Telangana
statesman,1,Telangana
@deo_mbnr,1,Telangana
https://t.co/hs1z6nswmn',1,Telangana
#exitpolls:,1,Telangana
disapproves,1,Telangana
https://t.co/mvmt3sthh5',1,Telangana
#exitpollheart,1,Telangana
#idreamnagarajuhttps://t.co/wmodtltcnr',1,Telangana
thega,1,Telangana
#robo2,1,Telangana
7.#askktr,1,Telangana
today#linkaadhartovoterid#telanganaelections2018,1,Telangana
86,1,Telangana
https://t.co/il7dcupszq',1,Telangana
"chichi,",1,Telangana
qualcomm,1,Telangana
#prajakutami....@inctelangana,1,Telangana
@incrajasthanother,1,Telangana
#housingscheme,1,Telangana
farmers?#assemblyelections2018,1,Telangana
https://t.co/ygjpliyvsl',1,Telangana
antony,1,Telangana
https://t.co/caortab3ht',1,Telangana
expected?#telanganaelections,1,Telangana
!!#tdp,1,Telangana
https://t.co/kgjli2buhu',1,Telangana
#telanganaelections#assemblyelections2018,1,Telangana
https://t.co/7ezeusnmfu',1,Telangana
morning.,1,Telangana
inserted,1,Telangana
hind,1,Telangana
"b""@imshom",1,Telangana
"#gajwel,",1,Telangana
fairness.follow,1,Telangana
:https://t.co/yoqriacpzu#telanganaelections',1,Telangana
yours',1,Telangana
india''s,1,Telangana
#morthad,1,Telangana
khairatabad#dasojusravan,1,Telangana
manu,1,Telangana
folk,1,Telangana
brother#telanganaelections,1,Telangana
"telangana,think",1,Telangana
finger??,1,Telangana
"telangana#ktr#kcr#trs#phirekbaarkcr""",1,Telangana
https://t.co/8jmg0pk3li',1,Telangana
73.2%in,1,Telangana
#madhyapradeshelections2018#telanganawithkcr#aimim,1,Telangana
#cowardlymove,1,Telangana
https://t.co/jjxwjpvg64',1,Telangana
kha,1,Telangana
"names,",1,Telangana
bomraspet,1,Telangana
https://t.co/kmseph8uhg',1,Telangana
https://t.co/fniiza6xfy',1,Telangana
karnataka.,1,Telangana
badal,1,Telangana
https://t.co/qf3z82n4ar',1,Telangana
"fair#telanganaelections""",1,Telangana
"hung,",1,Telangana
elections.our,1,Telangana
airport??#hyderabad,1,Telangana
"#chattisgarhelections2018#bjp#congress#tdp#trs""",1,Telangana
@ktrtrssir,1,Telangana
"car.#kcr#telangana#dec7""",1,Telangana
"b""many",1,Telangana
https://t.co/46v5ppjfgl',1,Telangana
valle.',1,Telangana
#mk11,1,Telangana
"panchayats,",1,Telangana
straightforward,1,Telangana
"https://t.co/z6jfpzmajp""",1,Telangana
kutami.,1,Telangana
@nitinbgoode,1,Telangana
xs,1,Telangana
#aimim:,1,Telangana
him.#prajakutami,1,Telangana
unclear,1,Telangana
https://t.co/nyls5efx0t',1,Telangana
https://t.co/92yntgerj8',1,Telangana
nomula,1,Telangana
state?#trsparty,1,Telangana
https://t.co/gjm5ysnsuk',1,Telangana
rightly,1,Telangana
society?,1,Telangana
https://t.co/ppraejswko',1,Telangana
96%,1,Telangana
#NAME?,1,Telangana
indians.,1,Telangana
@lala_the_don',1,Telangana
https://t.co/gcte8w9s91',1,Telangana
side...#telanganawithkcr,1,Telangana
https://t.co/tik2zfjyrc',1,Telangana
circulate,1,Telangana
full-fledged,1,Telangana
inspiring!!,1,Telangana
chpthe,1,Telangana
societies,1,Telangana
trs/owaisi,1,Telangana
corporate,1,Telangana
https://t.co/dgkfbazhbp',1,Telangana
teachers,1,Telangana
rmoved,1,Telangana
'mandate,1,Telangana
"pro-governance,",1,Telangana
female,1,Telangana
#voterrights,1,Telangana
possessing,1,Telangana
#g20,1,Telangana
?#telanganaelections#telanganaelections2018#lagadapatisurvey,1,Telangana
hve,1,Telangana
https://t.co/iuhaj7cnd3',1,Telangana
https://t.co/i8yja2aoi5,1,Telangana
#congressiscancer,1,Telangana
bjp!,1,Telangana
strike,1,Telangana
lst,1,Telangana
highcourt,1,Telangana
"https://t.co/qfcddhfjch""",1,Telangana
diginfied,1,Telangana
adopte,1,Telangana
https://t.co/xqjtdsc2w6',1,Telangana
pits,1,Telangana
https://t.co/x0ll6a8irw',1,Telangana
https://t.co/i3nk8fidlt',1,Telangana
"#dec11witharnab#exitpoll""",1,Telangana
1.5,1,Telangana
cmpgn,1,Telangana
https://t.co/svbgq0zrxj',1,Telangana
38-42',1,Telangana
https://t.co/pexjmz8q5l',1,Telangana
manaki,1,Telangana
https://t.co/q7jdldu6on',1,Telangana
problems.should,1,Telangana
kiss,1,Telangana
parliament),1,Telangana
proposal,1,Telangana
#tdp4telangana',1,Telangana
rajasthaninc,1,Telangana
interview#telanganawithkcr,1,Telangana
elections2019,1,Telangana
desirous,1,Telangana
real.,1,Telangana
https://t.co/osai0nfhnx',1,Telangana
time...,1,Telangana
dialect?,1,Telangana
",they",1,Telangana
https://t.co/undsczywzt',1,Telangana
aayega.,1,Telangana
shii,1,Telangana
localities,1,Telangana
https://t.co/cdcvhvbywd',1,Telangana
bhagyanagar,1,Telangana
#inewshttps://t.co/cvlsqfa9cd#telanganaelections,1,Telangana
@aimim_faraaz#telanganaelections2018,1,Telangana
https://t.co/q57xd6qy3m',1,Telangana
grass,1,Telangana
.looks,1,Telangana
60%#khammam,1,Telangana
sirf,1,Telangana
results?#telanganaelections,1,Telangana
#equity,1,Telangana
instrumental,1,Telangana
batch!,1,Telangana
"b""#jwalagutta",1,Telangana
https://t.co/cuh1a7w0xl',1,Telangana
kms,1,Telangana
"#rahulgandhi,",1,Telangana
https://t.co/elngyaii0s,1,Telangana
dingi,1,Telangana
#ktr.,1,Telangana
#india.,1,Telangana
@raghav_chadha,1,Telangana
miyapur,1,Telangana
"https://t.co/mo9e3agqbj""",1,Telangana
https://t.co/d4xaiiygdn',1,Telangana
lrg's,1,Telangana
baat:,1,Telangana
@gauravgkk,1,Telangana
"family,will",1,Telangana
guns,1,Telangana
movie..,1,Telangana
"https://t.co/wlokwytbrr""",1,Telangana
"https://t.co/bfoj4vbpvl""",1,Telangana
https://t.co/ysjpb5d0gw',1,Telangana
yourvote,1,Telangana
@lavanyaballal,1,Telangana
"serlingampally,",1,Telangana
bhageerata.adv,1,Telangana
swati,1,Telangana
@msnindia,1,Telangana
"#congresswinningtelanganahttps://t.co/p2al7eug3d""",1,Telangana
#sports,1,Telangana
https://t.co/9rnff8yvfc',1,Telangana
booth#ntr#megastar,1,Telangana
indiatoday,1,Telangana
@drajsumansingh,1,Telangana
accessable,1,Telangana
weapon.ink,1,Telangana
votes.#telanganaelections,1,Telangana
day#mayakutami#voteforcar@gandhiarekapudi,1,Telangana
https://t.co/jn4dirpacy',1,Telangana
",women",1,Telangana
35-40#rajasthan,1,Telangana
@rameshwardudi@1stindianews,1,Telangana
constables,1,Telangana
https://t.co/qloqbjqfoc',1,Telangana
https://t.co/kokfkbgrul',1,Telangana
suckerpunch,1,Telangana
bhakhwas!',1,Telangana
taxes,1,Telangana
him.@ktrtrs,1,Telangana
"huge,,,many",1,Telangana
"https://t.co/nr1zd01qdy""",1,Telangana
@pgurus1,1,Telangana
